ID,Brand,Name,Amazon_Price,Original_Price,Features
415,Other,"Targus Metro Roller Laptop Case for 16-Inch Laptop, Black (TBR003US)",$39.10,$49.99,"Designed to protect laptops with up to 16 inch screens. Durable/water resistant 1200D polyester material keeps belongings dry. Closed cell foam padding. Telescoping handle retracts into zippered compartment when not in use. Unit Dimensions: 14\  x 16.50\  x 7.50\ . Limited Lifetime Warranty:  At Targus, we stand behind all of our products. We offer one of the most comprehensive warranties in the industry so you and your device are covered."
416,Dell,Replacement Laptop AC Adapter/Power Supply/Charger w/US Power Cord for Dell Inspiron,$9.00,,DC-Output: 19.5V-3.34A-65W - Input : 100-240V ~ 1.2A 50/60 Hz. Package Includes: One AC Adapter and One US Power Cord for Listed Models. 100% OEM compatible! Guaranteed to meet or exceed OEM specifications!. This Product has 12 MONTHS REPLACEMENT WARRANTY!
417,HP,"HP 15-F039WM Laptop, Intel Celeron N2830 Processor, 4GB Memory, 500GB Hard Drive and Windows 8.1, Black",$328.49,$499.00,"Intel Celeron N2830 processor 2.16GHz (up to 2.41GHz via Turbo boost). 4GB DDR3 SDRAM system memory, 500GB SATA hard drive. 16-Inch HD BrightView WLED-backlit display, Built-in VGA webcam. SuperMulti DVD Burner, 10/100Base-T Ethernet, 802.11b/g/n Wireless LAN. Microsoft Windows 8.1 with Bing (64-bit)"
418,Dell,Dell Inspiron i5547-5780sLV 15.6-Inch Laptop,$659.99,$749.99,"Intel Core i7-4510U Processor. 8GB DDR3. 1 TB Hard Drive. 15.6-Inch Screen, Integrated Graphics. Windows 8.1. Intel Core i7-4510U Processor. 8GB DDR3. span class=\ a-list-item\ >1 TB Hard Drive. span class=\ a-list-item\ >15.6-Inch Screen, Integrated Graphics. span class=\ a-list-item\ >Windows 8.1"
419,Acer,Acer Aspire V3-371-596F 13.3-Inch Laptop (Steel Gray),$421.38,$699.99,"Intel Core i5-4210U 1.7 GHz Processor (3MB Cache). 8 GB DDR3L SDRAM. 1 TB 5400 rpm Hard Drive. 13.3-Inch Screen, Intel HD Graphics 4400. Windows 8.1, 6.5-hour battery life"
420,Asus,ASUS K200MA-DS01T(S) 11.6-Inch HD Touchscreen Laptop (Black),$329.76,,"Intel BayTrail-M N2830 Dual-Core 2.16GHz (Turbo up to 2.41 GHz). 11.6-Inch HD Display Touch Screen. 500 GB Hard Drive Storage, 4 GB RAM. 1x USB 3.0, 2x USB 2.0, 1x HDMI, 1x VGA, 1x SDXC card slot, 1x Ethernet Port. 1.2MP HD Web Camera. Wireless 802.11BGN"
421,HP,HP 15-r210dx Laptop Core i5-5200U / 6GB / 750GB - Black Licorice,$551.88,,5th Gen Intel? CoreTM i5-5200U CPU featuring a 3MB L3 cache with 2.2GHz processor speed. 6GB DDR3L SDRAM. 15.6-inch backlit display 1366x768. 750GB Serial ATA hard drive (5400 rpm). Multiformat DVD��RW/CD-RW drive
422,Dell,"Dell Inspiron 11.6 Inch 2 in 1 Convertible Touchscreen Laptop with Intel Pentium N3530 2.16GHz, 4GB DDR3L, 500GB HDD (Certified Refurbished)",$339.00,$999.00,"This Certified Refurbished product is manufacturer refurbished, shows limited or no wear, and includes all original accessories plus a 90-day warranty.. Windows 8.1 (64Bit) English, Intel? Pentium? Processor N3520 2.16GHz. 4GB Single Channel DDR3L 1333MHz,500GB 5400 rpm SATA Hard Drive. 11.6 inch LED Backlit Touch Display with Truelife and HD resolution (1366 X 768). FastAccess Facial Recognition, Dell 2.0 Speakers with Waves MaxxAudioB. Pro"
423,Toshiba,Toshiba Satellite L55-B5357 15.6-Inch Laptop,$679.89,,"Intel Core i7-4510U Processor. 8 GB DDR3 RAM. 1 TB 5400 rpm Hard Drive. 15.6-Inch Screen, Mobile Intel HD graphics. Windows 8.1"
424,Acer,Acer Aspire 15.6\  Laptop / Intel Celeron N2840 / 4GB Memory / 500GB Hard Drive / DVD RW / Bluetooth / WiFi / Webcam / Windows 10 / Diamond Black,$300.00,$399.99,"15.6\  HD widescreen display : CineCrystal technology delivers crisp, clear imagery for your movies, photos and games. Typical 1366 x 768 HD resolution. Energy-efficient LED backlight.. Intel? Celeron? processor N2840;  Intel? HD Graphics;  Windows 10 operating system;  Weighs 5.29 lbs. and measures 1.03\  thin. 4GB system memory for basic multitasking;  500GB 5400 rpm hard drive for serviceable file storage space;  SuperMulti DVD/CD burner. Bluetooth 4.0 interface syncs with compatible devices; 1 USB 3.0 port maximizes the latest high-speed devices;  Also includes 2 USB 2.0 ports to connect other accessories.. HDMI output expands your viewing options; Built-in media reader for simple photo transfer; Wireless and wired network connectivity; Built-in webcam with digital microphone"
425,Other,Timuk2 Showdown Laptop Backpack 2014,$89.00,,
426,Dell,"2015 Newest Dell Inspiron 5000 15.6-inch Premium Laptop Windows 7 Professional, Intel Core i5-5200U Processor(3M Cache, up to 2.70GHz), 8GB RAM, 1TB HDD, DVD+/-RW, Wifi, Bluetooth, Backlit Keyboard",$639.00,$999.00,"5th Generation Intel? Core? i5-5200U Processor (3M Cache, 2.2GHz base, turbo boost up to 2.70 GHz), Intel? HD Graphics 5500(3027MB video memory, HDMI output). 8GB PC3-12800 DDR3L 1600MHz SDRAM, 1TB 5400 rpm Hard Drive, Multiformat DVD??RW/CD-RW drive, 2 USB 3.0, 1 USB 2.0. 15.6-inch HD (1366 x 768) Truelife LED-Backlit Display, 720p HD Webcam, HDMI, Media Card (SD, SDHC, SDXC), Battery life up to 7 hours. Newest 802.11 AC Wifi (support Gigabyte wireless network), 1G LAN Ethernet, Bluetooth 4.0, Waves MaxxAudio. Windows 7 Professional 64bit (includes Windows 8.1 Pro 64bit License, free upgrade to windows 10), Full size backlit keyboard"
427,Toshiba,"Toshiba Satellite S55 15.6\  Laptop: Core I7-5500u,8Gb Ram,1Tb Hdd,2GB AMD Radeon R7 M260 Video card, HDMI output with 4K Ultra HD output capability , Win 8.1",$789.99,$999.99,"5th Gen Intel? CoreTM i7-5500U processor Features a 4MB cache and up to 3.0GHz processor speed.. AMD Radeon R7 M260 graphics Feature 2GB hybrid DDR3 video memory for lush visuals. An HDMI output with 4K Ultra HD output capability enables flexible connectivity.. 8GB DDR3L memory, 1TB Serial ATA hard drive (5400 rpm),  Win 8.1. 15.6\  HD 1366 x 768 LED-Backlit Display,  Premium Frameless TruType Keyboard with 10-Key Pad. USB 3.0 / USB 2.0 .   802.11ac Wi-Fi &amp; Bluetooth 4.0, HD Webcam and Microphone"
428,Lenovo,Lenovo Flex 3 15 (80R40006US) 15.6-Inch Laptop,$843.21,$899.99,"Intel Core i7-6500U 2.5 GHz. 8 GB DDR3L SDRAM. 1 TB 5400 rpm Hard Drive. 15.6-Inch Screen, Integrated. Windows 10, 5-hour battery life"
429,Dell,"Newest Dell Inspiron 15 3000 Series 5551 Laptop - 15.6 inch Backlit LED Display, Intel Pentium N2840 up to 2.58 GHz, 4GB RAM, 500GB Hard Drive, DVD/CD Drive, Windows 8.1 (Certified Refurbished)",$339.00,$599.00,"This Certified Refurbished product is manufacturer refurbished, shows limited or no wear, and includes all original accessories plus a 180 day warranty.. 15.6 Inch LED Backlit Display with Truelife and HD resolution (1366 x 768) with built in HD (720p) capable webcam. Processor: Intel Celeron N2840 Processor (1M Cache, up to 2.58 GHz)/ 2 tuned speakers with Waves MaxxAudio / 1 combo headphone, microphone jack. 4GB DDR3L at 1600MHz/ 500 GB SATA Hard Drive (5400 RPM), Intel Dual Band Wireless-AC 3160 802.11ac, 1x1, 2.4 &amp; 5GHz + Bluetooth 4.0. Windows 8.1, free upgrade to Windows 10 ; HDMI 1.4a, 1 USB 3.0, 2 USB 2.0, Security slot, Media Card (SD, SDHC, SDXC)"
430,Dell,"Dell Latitude E6420 Premium-Built 14.1-Inch Business Laptop, Intel Core i5 2.5GHz with 3.2G Turbo Frequency, 8GB RAM, 256GB SSD, Windows 7 Professional 64-bit (Certified Refurbished)",$479.00,$899.00,"This Certified Refurbished product is manufacturer refurbished, shows limited or no wear, and includes all original accessories plus a 90 day warranty.. 14 Inch HD 1366 x 768 Display with build in webcam, DVDROM, Intel HD Graphics 3000, 10/100/1000 Gigabit Ethernet. Intel Core i5-2520M 3MB Cache, 2.5GHz, Max Turbo Frequency 3.2GHz, 8GB DDR3, 256GB SSD Hard Drive;. Network connector (RJ-45), Optional Modem connector (RJ-11), USB 2.0 (4), Microphone jack, Headphone/speaker out, IEEE 1394, Docking Connector, VGA, DisplayPort, SmartCard Reader and optional Contactless SmartCard Reader. MIL-STD 810G tested, spill-resistant keyboard, protective LCD seal.6-in-1 card reader; PCMCIA or ExpressCard 54; Recovery partition only, no recovery disc."
431,Dell,Dell Inspiron 15 5000 Series i5547-3750sLV 15-Inch Laptop,$549.00,$649.99,4th Generation Intel Core i5-4210U processor. 8 GB DDR3 (1.7 GHz Native Clocking Speed; up to 2.7 Ghz with Turboboost). 1000 GB 5400 rpm Hard Drive. 15-Inch Screen. Windows 8.1
432,HP,HP EliteBook 8470P 14\  Notebook PC - Intel Core i5-3320M 2.6GHz 8GB 320GB DVDRW Windows 7 Pro (Certified Refurbished),$289.99,$549.99,"This Certified Refurbished product is tested &amp; certified to look and work like new by a Microsoft Authorized Refurbisher. The product includes accessories, and is backed by a 1 year warranty.. Intel Core i5-3320M 2.6GHz Processor. 8GB RAM - 320GB SATA Hard Drive. Windows 7 Professional (64-Bit). 14.0-inch diagonal LED-backlit HD anti-glare display (1366 x 768)"
433,Lenovo,Lenovo Z51-70 - 80K6002PU Laptop Computer S - Black - 5th Generation Intel Core i7-5500U (2.40GHz 1600MHz 4MB),$629.00,,Processor - 5th Generation Intel Core i7-5500U (2.40GHz 1600MHz 4MB). Operating System - Windows 8.1 64. Memory - 8.0GB PC3-12800 DDR3L 1600 MHz. Graphics Card - Intel HD Graphics 5500. Hard Drive - 1TB 5400 RPM
434,AORUS,AORUS X7PRO-CF1 17.3-Inch Laptop,"$2,506.70","$2,599.00","Intel Core i7-4870HQ Quad Core Processor 2.5 GHz. 16 GB DDR3L SDRAM. 1 TB 7200 rpm Hard Drive, 512 GB Solid-State Drive. 17.3-Inch Screen; NVIDIA GeForce GTX 970M SLI GDDR5 6GB Graphics. Windows 8.1"
435,Asus,"Asus Flip 2in1 Q302la-bsi5t16 13- Inch Touchscreen Laptop (Intel Core I5-5200u 2.2ghz Processor, 8 Gb DDR3 Ram, 500 Gb Hard Drive, Windows 8.1) (Black)",$668.95,$699.00,"Intel Core i5 5200U 2.2 GHz ~ 2.7 GHz Processor. 8GB DDR3 memory. 13.3- Inch LED-backbit TFT-LCD high-definition touch screen (1366 x 768). 500GB hard drive (5400 rpm). Intel graphics, Built-in 1.0 MP Webcam and Microphone, 2 USB 3.0 Ports and 1 USB 2.0 Port, 2-in-1 design, Microsoft Windows 8.1 Operating system Preinstalled"
436,HP,"HP ENVY x360 15-u011dx 2-in-1 15.6-Inch Touch-Screen Convertible Laptop- Intel Core i7-4510U, 8GB RAM, 1TB HDD, Webcam, HDMI, Bluetooth, Windows 8.1 (Certified Refurbished)",,$680.41,"This Certified Refurbished product is tested &amp; certified by HP to look and work like-new. The product includes all original accessories, and is backed by a 90 day warranty.. Processor Speed: 2 GHz. Operating System: Windows 8.1. Standard Memory: 8 GB. Processor Type: Core i7"
437,Micro-Star International,CUK MSI GT72 Dominator 17.3-inch Intel Skylake i7-6820HK 32GB 2x128GB SSD + 2TB HDD NVIDIA GTX 970M 3GB Windows 10 Full HD Blu-Ray Gaming Laptop Computer,"$1,926.00",,"Processor: Intel Core i7-6820HK Quad Core Processor (6M Cache, 2.7GHz-3.6GHz) 45W. RAM: 32GB RAM DDR3 1600MHz | Hard Drive: 2 x 128GB SSD + 2TB 5400rpm Hard Disk Drive. Optical Drive: BD-RW with SuperMulti 8X DVD+/-R/RW Dual Layer | Operating System: Windows 10 x64. Graphics Card: NVIDIA GeForce GTX 970M 3GB GDDR5 | Display: 17.3-inch Full HD Non Reflection Display (1920 x 1080). 32GB RAM / 2 x 128GB SSD + 2TB HDD / BD-RW Upgrade* | View Product Description for more details."
438,HP,HP EliteBook Folio F2R70UT#ABA 14-Inch Laptop (Silver),"$1,644.00","$1,654.00","Intel Core i5-4288U 1.9 GHz (3 MB Cache). 4 GB DDR3L SDRAM. 1 rpm 256 GB Solid-State Drive. 14-Inch Screen, Intel HD Graphics 4400. Windows 8 Professional"
439,HP,HP Envy 17t 5th Generation 17.3\  i7-5500U 16GB 500GB SSD NVIDIA GTX 950M 4GB Full HD Windows 8.1 Laptop Computer,"$1,084.99",,"Processor: Intel Core i7-5500U Dual Core Processor (4M Cache, 2.4GHz - 3GHz) 15W. Hard Drive: 500GB Solid State Drive | RAM: 16GB DDR3 1600MHz RAM. Graphics: NVIDIA GeForce GTX 950M 4GB GDDR5 | Display: 17.3\  Full HD (1920 x 1080) Display. Optical Drive: SuperMulti 8X DVD+/-R/RW Dual Layer | Operating System: Windows 8.1 x64-bit. 500GB SSD / 16GB RAM Upgrade* | View Product Description for more details."
440,Dell,"Dell Inspiron 15 5000 Series i5545-2500sLV 15-Inch Laptop (Silver, Non-Touch)",$449.99,$599.99,AMD A10-7300 APU 1.9GHz. 8 GB DDR3. 1000 GB 5400 rpm Hard Drive. 15-Inch Screen. Windows 8.1
441,Lenovo,Lenovo Flex 2 15.6-Inch Touchscreen Laptop (59418271) Black,$589.99,$725.99,"Intel Core i5-4210U 1.7 GHz Processor. 6 GB DDR3 RAM. 1 TB 5400 rpm Hard Drive. 15.6-Inch FHD (1920 x 1080) IPS LED Backlight Display with 10-Point Multi-Touch. Windows 8.1, 7-hour battery life"
442,HP,HP Chromebook 11-1101 (White/Blue),$199.98,$279.99,"Samsung Exynos 5250 Dual 1.7 GHz. 2 GB DDR3L SDRAM. 16 GB Solid-State Drive. 11.6-Inch Screen. Chrome OS, 6-hour battery life"
443,Toshiba,Toshiba C55-B5356 Intel Core i5 8GB RAM 1TB Hard Drive 15.6\  TFT display Laptop,$569.10,$599.99,"Intel? CoreTM i5-4210U Processor 3M Cache, up to 2.70GHz, with Intel Turbo Boost 2.0 Processor. 8GB DDR3L 1600MHz RAM. 1TB (5400 RPM) Serial ATA hard disk drive. 15.6\  diagonal widescreen TruBrite? TFT display at 1366 x 768 native resolution (HD). DVD SuperMulti drive supporting 11 formats"
444,Toshiba,Toshiba Satellite C55-B5201 15.6\  Laptop / Intel Celeron Processor N2830 / 4GB RAM / 500GB Hard Drive / DVD��RW/CD-RW drive / Windows 8.1 /Jet Black,$292.99,$349.99,"Intel Celeron Processor N2830 2.16GHz with Intel Burst up to 2.41GHz. 15.6\  LED-backlit TFT high-definition widescreen display,  1366 x 768 native resolution.. 4GB DDR3L Memory / 500GB Hard Drive (5400 RPM) / Mobile Intel HD graphics. Multiformat DVD��RW/CD-RW / Webcam &amp; Microphone / 1 USB 3.0 port and 2 USB 2.0 ports / Multiformat media reader. Windows 8.1 64-bit / WLAN 802.11b/g/n / Built-in 10/100 Ethernet LAN"
445,Dell,"Dell Inspiron 15 i3531-3225BK 15.6-in Laptop (Intel Pentium Processor, 4GB RAM)",$349.00,$414.49,Intel Pentium Quad Core N3530 Processor. 4 GB DDR3. 500 GB 5400 rpm Hard Drive. 15.6-Inch Screen. Windows 8.1
446,Lenovo,Lenovo Thinkpad X140e 20BLS00400 11.6\  AMD APU A4-5000 4GB 500GB Win7 Pro Best Student & Business Ultrabook Laptop,$320.99,,"AMD APU A4-5000 Quad Core Processor (2M Cache, 1.5GHz) 15W. 11.6\  HD WXGA (1366x768) LED Backlight. 4GB DDR3 1600MHz; 500GB 7200rpm Hard Disk Drive. AMD Radeon HD 8330 SDRAM; Optical Drive: None. Built-in HD 720 Webcame; Windows 7 Professional 64"
447,Other,Seville Classics Mobile Laptop Desk Cart,$36.28,,Dimensions: 24\  W x 16\  D x 20.5\  to 33\  H. 1.5\  rolling casters/wheels (2 locking). Slanted table top option allows for comfortable typing or writing. Weight Capacity: 50 lbs. Set up your lap top or writing work station anywhere in your home or office
448,VIA,"amar 7-Inch Notebook (1.5 Ghz VIA 8850, 4GB, Android), Pink",$99.00,,7 inch android tabletAndroid 4.0 4gb Storage 1.2ghz Wifi. Built-in WiFi. Hdmi Port to Connect with Tv. rj45 interface you can use it to your internet directly
449,HP,HP Chromebook 11-2210nr 11.6-Inch Laptop,$159.99,$199.99,"Intel Celeron N2840 2.16 GHz. 2 GB DDR3L SDRAM. 16 GB Solid-State Drive. 11.6-Inch Screen. Storage wherever you go: With Google Drive included, you have 100GB of online storage (Google Drive trial offer must be used within first 60 days of purchase,tied to this device and is non-transferable. If this device is returned, the extra storage will be revoked. In order to redeem this offer, you will need to be on Chrome OS 23 or later. Internet access is required and not included.)"
450,Toshiba,Replace Battery For TOSHIBA Satellite C55-A5300 C55Dt-A5241 C55t-A5222 C55-A5245,$14.03,,10.8V/ 11.1V. 6 cell. New replacemnt. One year warranty
451,Lenovo,Lenovo Yoga 2 2-in-1 11.6\  Touch Screen Laptop - Intel Core i3 / 4GB Memory / 500GB HD / Intel HD Graphics 4200 / Webcam / Windows 8.1 64-bit (Silver),$599.00,$799.99,"4th Gen Intel Core i3-4012Y processor with Intel HD Graphics 4200. 11.6\  LED high-definition widescreen 10-point capacitive multitouch-screen display. 4GB DDR3L Memory / 500GB Serial ATA II hard drive, 8GB solid state drive. Veriface Pro facial-recognition software / Built-in webcam. Windows 8.1 64-bit / No Optical drive / Bluetooth 4.0 interface"
452,HP,"HP Pavilion 17-f113dx 17.3-Inch Laptop (2.7 GHz Intel Core i5-4210U Processor, 4GB DDR3L, 750GB HDD, Windows 8.1, Silver)",$598.89,$599.99,"17.3-inch WLED-backlit HD+ display, Intel? HD Graphics 4400. 750GB HD, 4GB DDR3L SDRAM, media card reader, Webcam. Intel? CoreTM i5-4210U Dual-core 2.7GHz Processor, DVD��RW/CD-RW Dual Layer. Wifi 802.11b/g/n, 10/100 Ethernet (RJ-45), USB 3.0, 4-cell Lithium-ion battery. Portable 6.2 lbs, 1.1\  thin, Natural Silver/Ash Silver case, Windows 8.1"
453,Dell,"Dell Inspiron 13 7000 Series i7347 13-Inch Convertible Touchscreen Laptop, Intel Core i3 Processor",$519.05,$599.99,4th Generation Intel Core i3-4010U processor. 4 GB DDR3. 500 GB 5400 rpm Hard Drive. 13-Inch Screen. Windows 8.1
454,Acer,Acer Aspire E 11 11.6-Inch Laptop 2GB 250GB Windows 8.1 INTEL cpu With HDMI Bluetooth Webcam / ES1-111M-C7DE,$197.88,,"Intel Celeron N2840 Dual-Core Processor, windows 8.1. 11.6\  HD Widescreen Comfy View LED-Backlit Display (1366x 768) resolution,. 16:9 aspect ratio, 2048MB DDR3L. 250 GB 5400RPM SATA Hard Drive, SD Card Reader,. 3-cell LiIon Battery (2640mAh), Up to 5 hours of battery life"
455,Dell,"Dell Inspiron 11 2 in 1 Convertible 11.6 Inch Touchscreen Laptop with Intel Dual Core Processor 2.16 GHz, 4GB RAM and 500GB Hard Drive (Certified Refurbished)",$337.00,$499.00,"This Certified Refurbished product is manufacturer refurbished, shows limited or no wear, and includes all original accessories plus a 90 day warranty.. 11.6 inch LED Backlit Touch Display with Wide-Angle Viewing (IPS) and HD resolution (1366 X 768). Intel Celeron N2830 Processor (1M Cache, up to 2.41 GHz). 500 GB SATA Hard Drive (5400 RPM), 4GB DDR3L at 1600MHz. Windows 8.1 64BIT"
456,Other,Case Logic LAPS-116 15 - 16-Inch Laptop Sleeve (Black),$12.59,$29.99,"This subtly detailed, traditional sleeve provides a streamlined option that fits within any anyone's comfort zone.. A seamless wrap of Impact Foam padding provides top to bottom protection. Quick top-loading access through envelope-style design. Woven webbing along each side adds subtle texture to the otherwise clean design. Slim-line design allows this case to be carried solo or fit in your favorite bag. Woven webbing along each side adds subtle texture to the otherwise clean design. Quick top-loading access through envelope-style design. Slim-line design allows this case to be carried solo or fit in your favorite bag"
