id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
775,Black or White,2015,Mike Binder,"Kevin Costner,Jennifer Ehle,Gillian Jacobs,Octavia Spencer,Bill Burr",2.5,Drama,Rated PG-13,121 minutes
776,Amira & Sam,2015,Sean Mullin,"Martin Starr,Dina Shihabi",2.5,"Comedy, Drama, Romance",Rated NR,90 minutes
777,Project Almanac,2015,Dean Israelite,"Amy Landecker,Ginny Gardner,Jonny Weston,Katie Garfield,Sofia Black-D'Elia,Gary Grubbs",2,"Science Fiction, Thriller",Rated PG-13,
778,The Devil's Violinist,2015,Bernard Rose,"David Garrett,Joely Richardson,Jared Harris,Andrea Deck,Christian McKay",3,"Drama, Musical",Rated R,122 minutes
779,Hard to Be a God,2015,Aleksey German,"Leonid Yarmolnik,Yuriy Tsurilo,Natalya Moteva,Aleksandr Chutko,Aleksandr Ilin,Evgeniy Gerchakov,Pyotr Merkuryev,Juris Laucinsh",4,Science Fiction,Rated NR,170 minutes
780,Wild Card,2015,Simon West,"Jason Statham,Sofía Vergara,Angela Kerecz,Stanley Tucci,Milo Ventimiglia,Anne Heche,Michael Angarano,Jason Alexander",2.5,"Crime, Drama, Thriller",Rated R,92 minutes
781,Girlhood,2015,Céline Sciamma,"Tatiana Rojo,Rabah Nait Oufella,Diabate Idrissa,Karidja Touré,Idrissa Diabaté",3.5,Drama,Rated NR,112 minutes
782,The Loft,2015,Erik Van Looy,"Karl Urban,James Marsden,Wentworth Miller,Matthias Schoenaerts,Eric Stonestreet",1,Thriller,Rated R,108 minutes
783,Jupiter Ascending,2015,"Lana Wachowski,Andy Wachowski","Channing Tatum,Mila Kunis,Eddie Redmayne,Tuppence Middleton,Sean Bean,Douglas Booth,Jo Osmond,Terry Gilliam,DooNa Bae,Vanessa Kirby,James D'Arcy,Gugu Mbatha-Raw",2,"Action, Adventure, Fantasy",Rated PG-13,127 minutes
784,Matt Shepard Is a Friend of Mine,2015,Michele Josue,,4,"Documentary, History",Rated NR,89 minutes
785,"Love, Rosie",2015,Christian Ditter,"Lily Collins,Sam Claflin,Tamsin Egerton,Christian Cooke,Art Parkinson",2,"Comedy, Romance",Rated R,102 minutes
786,Outcast,2015,Nick Powell,"Nicolas Cage,Hayden Christensen,Liu Yifei,Andy On,Fernando Chien",1,"Action, Adventure",Rated NR,98 minutes
787,Mad As Hell,2015,Andrew Napier,Cenk Uygur,3,"Comedy, Documentary",Rated NR,80 minutes
788,The SpongeBob Movie: Sponge Out of Water,2015,Paul Tibbitt,"Tom Kenny,Bill Fagerbakke,Rodger Bumpass,Clancy Brown,Carolyn Lawrence,Mr. Lawrence,Antonio Banderas,Slash",2.5,"Adventure, Animation, Comedy",Rated PG,93 minutes
789,The Voices,2015,Marjane Satrapi,"Ryan Reynolds,Gemma Arterton,Anna Kendrick,Jacki Weaver",3,"Comedy, Crime, Thriller",Rated R,103 minutes
790,Seventh Son,2015,Sergey Bodrov,"Jeff Bridges,Julianne Moore,Ben Barnes,Alicia Vikander,Kit Harington,Djimon Hounsou,Olivia Williams",2.5,"Adventure, Family, Fantasy",Rated PG-13,102 minutes
791,Ballet 422,2015,Jody Lee Lipes,Justin Peck,3,Documentary,Rated PG,72 minutes
792,White Rabbit,2015,Tim McCann,"Britt Robertson,Sam Trammell,Ryan Lee,Nick Krause,Denise Williamson",2.5,Drama,,89 minutes
793,What We Do in the Shadows,2015,"Jemaine Clement,Taika Waititi","Taika Waititi,Jemaine Clement,Jonathan Brugh,Cori Gonzalez-Macuer,Stuart Rutherford,Jackie van Beek,Rhys Darby,Duncan Sarkies",3.5,"Comedy, Horror",Rated NR,86 minutes
794,The Rewrite,2015,Marc Lawrence,"J.K. Simmons,Marisa Tomei,Allison Janney,Hugh Grant,Aja Naomi King,Chris Elliott",2.5,"Comedy, Romance",,107 minutes
795,Old Fashioned,2015,Rik Swartzwelder,"Elizabeth Roberts,Rik Swartzwelder,LeJon Woods,Tyler Hollinger",2.5,"Drama, Romance",Rated PG-13,115 minutes
796,Wyrmwood,2014,Kiah Roache-Turner,"Jay Gallagher,Bianca Bradey,Leon Burchill,Luke McKenzie,Yure Covich,Catherine Terracini,Keith Agius",3,"Action, Horror",,98 minutes
797,Fifty Shades of Grey,2015,Sam Taylor-Johnson,"Dakota Johnson,Jamie Dornan,Jennifer Ehle,Eloise Mumford,Luke Grimes,Victor Rasuk,Max Martini,Rita Ora,Marcia Gay Harden,Callum Keith Rennie",2,Drama,Rated R,125 minutes
798,The Last 5 Years,2015,Richard Lagravenese,"Anna Kendrick,Jeremy Jordan",2.5,"Comedy, Drama, Music, Romance",Rated PG-13,94 minutes
799,Kingsman: The Secret Service,2015,Matthew Vaughn,"Colin Firth,Mark Strong,Samuel L. Jackson,Michael Caine,Jack Davenport,Taron Egerton",2,"Action, Adventure, Comedy, Crime",Rated R,129 minutes
800,Da Sweet Blood of Jesus,2015,Spike Lee,"Stephen Tyrone Williams,Zaraah Abrahams,Rami Malek,Joie Lee,Elvis Nolasco",3,"Comedy, Romance, Thriller",,123 minutes
801,Queen and Country,2015,John Boorman,"Vanessa Kirby,David Thewlis,Richard E. Grant,Caleb Landry Jones,Tamsin Egerton",3.5,Drama,Rated NR,115 minutes
802,McFarland USA,2015,Niki Caro,"Kevin Costner,Maria Bello,Ramiro Rodriguez,Carlos Pratts,Johnny Ortiz,Morgan Saylor,Vincent Martella,Elsie Fisher,Daniel Moncada,Diana Maria Riva,Vanessa Martinez,Chelsea Rendon,Ben Bray",3.5,Drama,Rated PG,
803,"Gett, the Trial of Viviane Amsalem",2015,"Ronit Elkabetz,Shlomi Elkabetz","Ronit Elkabetz,Simon Abkarian,Menashe Noy,Gabi Amrani,Dalia Beger",4,Drama,,115 minutes
804,Digging Up the Marrow,2015,Adam Green,"Ray Wise,Adam Green,Kane Hodder,Mick Garris",1.5,"Documentary, Fantasy, Horror, Mystery",,98 minutes
805,Drunktown's Finest,2015,Sydney Freeland,"Jeremiah Bitsui,Kiowa Gordon,Shauna Baker,Lora Martinez-Cunningham,Mark Siversten,Debrianna Mansini,Pierre Barrera",2,Drama,,95 minutes
806,Wild Tales,2015,Damián Szifrón,"Ricardo Darín,Leonardo Sbaraglia,Darío Grandinetti,Erica Rivas,Nancy Dupláa,María Onetto ,Rita Cortese",4,"Comedy, Drama, Thriller",Rated R,122 minutes
807,All the Wilderness,2015,Michael James Johnson,"Isabelle Fuhrman,Kodi Smit-McPhee,Virginia Madsen,Danny DeVito,Evan Ross,Hannah Barefoot",2,Drama,,85 minutes
808,The DUFF,2015,Ari Sandel,"Mae Whitman,Robbie Amell,Bella Thorne,Skyler Samuels,Bianca A. Santos,Nick Eversman,Ken Jeong,Allison Janney,Romany Malco",3,Comedy,Rated PG-13,
809,Hot Tub Time Machine 2,2015,Steve Pink,"Rob Corddry,Craig Robinson,Clark Duke,Adam Scott,Chevy Chase,Gillian Jacobs,Bianca Haase,Collette Wolfe",1.5,Comedy,Rated R,
810,Approaching the Elephant,2014,Amanda Wilder,,3.5,,,88 minutes
811,Wild Canaries,2015,Lawrence Michael Levine,"Sophia Takal,Lawrence Michael Levine,Alia Shawkat,Annie Parisse,Jason Ritter,Kevin Corrigan",2,"Comedy, Mystery, Romance",,96 minutes
812,Farewell to Hollywood,2015,"Henry Corra,Regina Nicholson",,3,"Documentary, Drama, Romance",,90 minutes
813,[REC] 4: Apocalypse,2015,Jaume Balagueró,"Manuela Velasco,Héctor Colomé,María Alfonsa Rosso,Paco Manzanedo,Mariano Venancio",2,"Horror, Thriller",Rated R,96 minutes
814,Focus,2015,"Glenn Ficarra,John Requa","Will Smith,Margot Robbie,Rodrigo Santoro,Robert Taylor,Gerald McRaney",3,"Comedy, Crime, Drama, Romance",Rated R,104 minutes
815,The Widowmaker,2015,Patrick Forbes,,3,Documentary,,96 minutes
816,Futuro Beach,2015,Karim Ainouz,"Wagner Moura,Clemens Schick,Jesuita Barbosa,Sabine Timoteo,Sophie Charlotte Conrad,Demick Lopes",3.5,Drama,,106 minutes
817,The Woman in Black 2: Angel of Death,2015,Tom Harper,"Helen McCrory,Jeremy Irvine,Phoebe Fox,Ned Dennehy,Adrian Rawlins",2,"Drama, Horror, Thriller",Rated PG-13,98 minutes
818,Beloved Sisters,2015,Dominik Graf,"Florian Stetter,Henriette Confurius,Hannah Herzsprung,Ronald Zehrfeld,Andreas Pietschmann,Maja Maranow",3,"Drama, History, Romance",Rated NR,138 minutes
819,Li'l Quinquin,2015,Bruno Dumont,"Alane Delhaye,Lucy Caron,Bernard Pruvost,Philippe Jore,Philippe Peuvion",4,"Comedy, Crime, Mystery",Rated NR,200 minutes
820,The Taking of Tiger Mountain,2015,Tsui Hark,"Zhang Hanyu,Tony Leung Ka-fai,Tong Liya,Lin Gengxin,Nan Yu",3.5,"Adventure, Thriller, War",Rated NR,141 minutes
821,"Something, Anything",2015,Paul Harrill,"Ashley Shelton,Bryce Johnson,Linds Edwards,Amy Hubbard,Lauren Lazarus,Emily Soleil",3.5,"Drama, Romance",Rated NR,88 minutes
822,Predestination,2015,"Michael Spierig,Peter Spierig","Ethan Hawke,Sarah Snook,Noah Taylor,Christopher Kirby,Madeleine West",3.5,"Action, Science Fiction, Thriller",Rated R,97 minutes
823,Preservation,2015,Christopher Denham,"Pablo Schreiber,Aaron Staton,Wrenn Schmidt,Cody Saintgnue,Nick Saso,Michael Chacon",1.5,"Horror, Thriller",,90 minutes
824,The Circle,2014,Stefan Haupt,"Babett Arens,Aaron Hitz,Martin Hug,Matthias Hungerbühler,Peter Jecklin,Ueli Jäggi,Sebastian Ledesma",3,"Documentary, Drama",,102 minutes
825,Late Phases,2014,Adrián García Bogliano,"Nick Damici,Ethan Embry,Lance Guest,Tina Louise,Rutanya Alda,Erin Cummings,Karen Lynn Gorney,Tom Noonan,Larry Fessenden",2,Horror,,95 minutes
826,Happy Valley,2014,Amir Bar-Lev,,3,Documentary,,98 minutes
827,"Pulp: a Film About Life, Death & Supermarkets",2014,Florian Habicht,,2,Documentary,,90 minutes
828,Monk With a Camera,2014,"Tina Mascara,Guido Santi",,3,Documentary,,90 minutes
829,Extraterrestrial,2014,Colin Minihan,"Brittany Allen,Freddie Stroma,Melanie Papalia,Jesse Moss,Anja Savcic",2.5,"Horror, Science Fiction",Rated NR,101 minutes
830,Bad Hair,2014,Mariana Rondón,"Beto Benites,Samantha Castillo,Samuel Lange Zambrano,Nelly Ramos",3,Drama,,93 minutes
831,The Homesman,2014,Tommy Lee Jones,"Hilary Swank,Tommy Lee Jones,Grace Gummer,Meryl Streep,Miranda Otto,Tim Blake Nelson,Hailee Steinfeld",3.5,"Drama, Western",Rated R,122 minutes
832,Dumb and Dumber To,2014,"Bobby Farrelly,Peter Farrelly","Jim Carrey,Jeff Daniels,Rachel Melvin,Kathleen Turner,Brady Bluhm,Laurie Holden",2,Comedy,Rated PG-13,110 minutes
833,The Hunger Games: Mockingjay - Part 1,2014,Francis Lawrence,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Woody Harrelson,Donald Sutherland,Philip Seymour Hoffman,Julianne Moore,Willow Shields,Sam Claflin,Elizabeth Banks,Mahershalalhashbaz Ali,Robert Knepper,Lily Rabe,Evan Ross,Jeffrey Wright,Stanley Tucci,Toby Jones,Jena Malone",2.5,"Adventure, Science Fiction, Thriller",Rated PG-13,123 minutes
834,The King and the Mockingbird,2014,Paul Grimault,"Jean Martin,Pascal Mazzotti,Raymond Bussières",3.5,"Animation, Family, Fantasy",,83 minutes
835,V/H/S: Viral,2014,"Justin Benson,Gregg Bishop,Aaron Moorhead,Marcel Sarmiento,Nacho Vigalondo","Justin Welborn,Emmy Argo,Gustavo Salmerón,Emilia Ares Zoryan",1,"Horror, Thriller",Rated R,82 minutes
836,A Girl Walks Home Alone at Night,2014,Ana Lily Amirpour,"Sheila Vand,Arash Marandi,Marshall Manesh,Dominic Rains ",3.5,"Horror, Western",,99 minutes
837,Reach Me,2014,John Herzfeld,"Sylvester Stallone,Lauren Cohan,Tom Berenger,Cary Elwes,Terry Crews,Thomas Jane,Tom Sizemore,Nelly,Omari Hardwick,David O'Hara,Kelsey Grammer,Danny Aiello,Danny Trejo",1,Drama,Rated PG-13,95 minutes
838,Murder of a Cat,2014,Gillian Greene,"Fran Kranz,Greg Kinnear,Nikki Reed,J.K. Simmons,Blythe Danner",1,"Comedy, Thriller",,96 minutes
839,Horrible Bosses 2,2014,Sean Anders,"Jason Sudeikis,Jason Bateman,Charlie Day,Jennifer Aniston,Kevin Spacey,Jamie Foxx,Chris Pine,Christoph Waltz",2,Comedy,Rated R,108 minutes
840,"1,000 Times Good Night",2014,Erik Poppe,"Juliette Binoche,Nikolaj Coster-Waldau,Maria Doyle Kennedy, Larry Mullen Jr.",2.5,Drama,,117 minutes
841,Dear White People,2014,Justin Simien,"Tyler James Williams,Tessa Thompson,Teyonah Parris,Brandon P. Bell,Kyle Gallner,Dennis Haysbert",3.5,"Comedy, Drama",Rated R,100 minutes
842,The Tale of The Princess Kaguya,2014,Isao Takahata,,4,"Animation, Drama, Fantasy",Rated PG,137 minutes
843,Listen Up Philip,2014,Alex Ross Perry,"Jason Schwartzman,Elisabeth Moss,Jonathan Pryce,Krysten Ritter,Joséphine de La Baume,Jess Weixler,Kate Lyn Sheil,Dree Hemingway,Keith Poulson",3,Drama,Rated NR,108 minutes
844,Birdman,2014,Alejandro González Iñárritu,"Michael Keaton,Emma Stone,Zach Galifianakis,Edward Norton,Naomi Watts,Amy Ryan",4,"Comedy, Drama",Rated R,119 minutes
845,Rudderless,2014,William H. Macy,"Billy Crudup,Anton Yelchin,Felicity Huffman,Selena Gomez,Laurence Fishburne,William H. Macy",3,"Comedy, Drama, Music",Rated R,105 minutes
846,Private Violence,2014,Cynthia Hill,,3,Documentary,,81 minutes
847,The Heart Machine,2014,Zachary Wigon,"John Gallagher Jr.,Kate Lyn Sheil,David Call,Louisa Krause,Roderick Hill,Halley Wegryn-Gross",3,"Drama, Thriller",,85 minutes
848,Stonehearst Asylum,2014,Brad Anderson,"Kate Beckinsale,Michael Caine,Jim Sturgess,Ben Kingsley,Brendan Gleeson,David Thewlis,Jason Flemyng",2,Thriller,Rated PG-13,112 minutes
849,Life of Riley,2014,Alain Resnais,"Sabine Azema,Hippolyte Girardot,Caroline Sihol,Michel Vuillermoz,Andre Dussollier",4,Drama,,108 minutes
850,White Bird in a Blizzard,2014,Gregg Araki,"Shailene Woodley,Eva Green,Christopher Meloni,Shiloh Fernandez,Gabourey Sidibe,Thomas Jane,Angela Bassett,Dale Dickey,Sheryl Lee",2,"Drama, Thriller",Rated R,91 minutes
851,Citizenfour,2014,Laura Poitras,,4,Documentary,,114 minutes
852,Force Majeure,2014,Ruben Östlund,"Johannes Kuhnke,Lisa Loven Kongsli,Clara Wettergren,Vincent Wettergren,Brady Corbet",3.5,Drama,Rated R,118 minutes
853,Ouija,2014,Stiles White,"Olivia Cooke,Ana Coto,Daren Kagasoff",3,Horror,Rated PG-13,89 minutes
854,John Wick,2014,"David Leitch,Chad Stahelski","Keanu Reeves,Michael Nyqvist,Alfie Allen,Willem Dafoe,Dean Winters,Adrianne Palicki,Bridget Moynahan,John Leguizamo,Ian McShane,Lance Reddick",3,"Action, Thriller",Rated R,101 minutes
855,Laggies,2014,Lynn Shelton,"Keira Knightley,Sam Rockwell,Chloë Grace Moretz,Mark Webber,Ellie Kemper,Jeff Garlin,Kaitlyn Dever",2,Comedy,Rated R,100 minutes
856,Low Down,2014,Jeff Preiss,"Lena Headey,Elle Fanning,Taryn Manning,Peter Dinklage,John Hawkes,Glenn Close,Michael Peter Balzary,Tim Daly,Anaya Floyd Flea",3.5,Drama,Rated R,119 minutes
857,Point and Shoot,2014,Marshall Curry,,1.5,Documentary,,83 minutes
858,ABCs of Death 2,2014,"Álex de la Iglesia,Rodney Ascher,Bill Plympton,Erik Matti,Lancelot Oduwa Imasuen,Kristina Buozyte,Bruno Samper,Sion Sono,Vincenzo Natali,Larry Fessenden,Marcus Dunstan,Julien Maury,Alexandre Bustillo,E.L. Katz,Sylvia Soska,Jen Soska,Aharon Keshales,Navot Papushado,Julian Gilbey,Dennison Ramalho,Jerome Sable,Robert Morgan",,2.5,Horror,,125 minutes
859,Happy New Year,2014,Farah Khan,"Shahrukh Khan,Deepika Padukone,Abhishek Bachchan,Jackie Shroff,Boman Irani,Sonu Sood",2.5,"Action, Comedy, Drama, Romance",,180 minutes
860,Revenge of the Green Dragons,2014,"Andrew Lau Wai-Keung,Andrew Loo","Justin Chon,Kevin Wu,Harry Shum Jr.,Ray Liotta",1.5,"Action, Crime, Drama",Rated R,94 minutes
861,The Great Invisible,2014,Margaret Brown,,3,Documentary,,92 minutes
862,Goodbye to Language,2014,Jean-Luc Godard,"Héloise Godet,Kamel Abdeli,Richard Chevallier,Zoé Bruneau,Jessica Erickson",3.5,Drama,,70 minutes
863,Before I Go to Sleep,2014,Rowan Joffe,"Nicole Kidman,Colin Firth,Mark Strong,Anne-Marie Duff",1.5,"Drama, Thriller",Rated R,92 minutes
864,The Foxy Merkins,2014,Madeleine Olnek,"Lisa Haas,Jackie Monahan,Margaret Abbott",2,"Adventure, Comedy",,81 minutes
865,Life Partners,2014,Susanna Fogel,"Leighton Meester,Gillian Jacobs,Adam Brody,Gabourey Sidibe,Beth Dover,Abby Elliott,Mark Feuerstein,Kate McKinnon,Greer Grammer",2.5,"Comedy, Romance",Rated R,93 minutes
866,Take Care,2014,Liz Tuccillo,"Leslie Bibb,Thomas Sadoski,Marin Ireland,Michael Stahl-David,Nadia Dajani",2,"Comedy, Drama, Romance",,94 minutes
867,Pioneer,2014,Erik Skjoldbjærg,"Wes Bentley,Stephen Lang,Aksel Hennie,Jonathan LaPaglia,Stephanie Sigman",2.5,Suspense,Rated R,111 minutes
868,Still Alice,2014,"Richard Glatzer,Wash Westmoreland","Kristen Stewart,Julianne Moore,Kate Bosworth,Hunter Parrish,Alec Baldwin",2.5,Drama,Rated PG-13,101 minutes
869,Miss Julie,2014,Liv Ullmann,"Jessica Chastain,Colin Farrell,Samantha Morton,Nora McMenamy",3,Drama,,129 minutes
870,Wild,2014,Jean-Marc Vallée,"Reese Witherspoon,Laura Dern,Gaby Hoffmann,Thomas Sadoski,W. Earl Brown,Charles Baker,Kevin Rankin,Brian Van Holt,J.D. Evermore",3,Drama,Rated R,115 minutes
871,Dying of the Light,2014,Paul Schrader,"Nicolas Cage,Anton Yelchin,Alexander Karim,Irène Jacob",2,"Drama, Thriller",Rated R,94 minutes
872,Comet,2014,Sam Esmail,"Emmy Rossum,Justin Long,Eric Winter",3,"Comedy, Drama, Romance",Rated R,91 minutes
873,Exodus: Gods and Kings,2014,Ridley Scott,"Christian Bale,Joel Edgerton,Aaron Paul,Ben Kingsley,Ben Mendelsohn,John Turturro,Sigourney Weaver,Indira Varma,María Valverde,Golshifteh Farahani",1.5,"Action, Adventure, Drama",Rated PG-13,150 minutes
874,The Pyramid,2014,Grégory Levasseur,"Ashley Hinshaw,James Buckley,Denis O'Hare,Amir K,Christa Nicola,Prince Shah,Joseph Beddelem,Garsha Arristos,Omar Benbrahim",1.5,Horror,Rated R,89 minutes
875,Inherent Vice,2014,Paul Thomas Anderson,"Joaquin Phoenix,Josh Brolin,Owen Wilson,Katherine Waterston,Reese Witherspoon,Benicio Del Toro,Jena Malone,Maya Rudolph,Martin Short,Martin Donovan,Eric Roberts,Michael K. Williams",4,"Crime, Drama, Mystery, Romance",Rated R,148 minutes
876,The Color of Time,2014,"Edna Luise Biesold,Sarah-Violet Bliss,Gabrielle Demeestere,Alexis Gambis,Brooke Goldfinch,Shripriya Mahesh,Pamela Romanowsky,Bruce Thierry Cheung,Tine Thomasen,Virginia Urreiztieta,Omar Zúñiga Hidalgo,Shruti Ganguly","James Franco,Mila Kunis,Jessica Chastain,Zach Braff,Henry Hopper,Bruce Campbell,Vince Jolivette",1,Drama,Rated R,73 minutes
877,Remote Area Medical,2014,"Jeff Reichert,Farihah Zaman",,3,Documentary,,81 minutes
878,The Captive,2014,Atom Egoyan,"Ryan Reynolds,Scott Speedman,Rosario Dawson,Mireille Enos,Kevin Durand,Alexia Fast,Peyton Kennedy,Bruce Greenwood",3,Thriller,,112 minutes
879,After The Fall,2014,Saar Klein,"Wes Bentley,Vinessa Shaw,Jason Isaacs,Haley Bennett",1,"Crime, Drama",Rated R,110 minutes
880,We Are the Giant,2014,Greg Barker,,3,Documentary,,92 minutes
881,Magician: The Astonishing Life and Work of Orson Welles,2014,Chuck Workman,,3,Documentary,Rated PG-13,94 minutes
882,Goodbye to All That,2014,Angus MacLachlan,"Paul Schneider,Melanie Lynskey,Audrey P. Scott,Anna Camp,Heather Graham",3,Comedy,,87 minutes
883,Top Five,2014,Chris Rock,"Chris Rock,Rosario Dawson,Gabrielle Union,J. B. Smoove,Cedric The Entertainer,Kevin Hart,Adam Sandler,Whoopi Goldberg,Jerry Seinfeld,Hayley Marie Norman,Romany Malco,Tracy Morgan,Sherri Shepherd,Leslie Jones,Ben Vereen,Tom Papa",3,"Comedy, Drama",Rated R,101 minutes
884,"If You Don't, I Will",2014,Sophie Fillières,"Emmanuelle Devos,Mathieu Amalric,Anne Brochet,Joséphine de La Baume,Nelson Delapalme,Laurent Poitrenaux,Julia Roy",3,Comedy,,102 minutes
885,The Hobbit: The Battle of the Five Armies,2014,Peter Jackson,"Martin Freeman,Ian McKellen,Richard Armitage,Aidan Turner,Orlando Bloom,Evangeline Lilly,John Bell,Dean O'Gorman,Lee Pace,Benedict Cumberbatch,Luke Evans,Cate Blanchett,Hugo Weaving,Christopher Lee,Billy Connolly,Ian Holm,James Nesbitt",2.5,"Adventure, Fantasy",Rated PG-13,144 minutes
886,Beyond the Lights,2014,Gina Prince-Bythewood,"Minnie Driver,Gugu Mbatha-Raw,Danny Glover,Jordan Belfi,Nate Parker,Aisha Hinds",4,Drama,Rated PG-13,116 minutes
887,Night at the Museum: Secret of the Tomb,2014,Shawn Levy,"Ben Stiller,Robin Williams,Rami Malek,Rebel Wilson,Dan Stevens,Owen Wilson,Dick Van Dyke,Rachael Harris,Ben Kingsley,Ricky Gervais,Mickey Rooney,Dan Stevens,Steve Coogan",2,"Adventure, Comedy, Family, Fantasy",Rated PG,97 minutes
888,Rosewater,2014,Jon Stewart,"Gael García Bernal,Shohreh Aghdashloo,Jason Jones,Haluk Bilginer,Nasser Faris",3,Drama,Rated R,103 minutes
889,Foxcatcher,2014,Bennett Miller,"Channing Tatum,Steve Carell,Mark Ruffalo,Anthony Michael Hall,Sienna Miller,Vanessa Redgrave",2.5,"Drama, Sport",Rated R,134 minutes
890,Penguins of Madagascar,2014,"Eric Darnell,Simon J. Smith","Tom McGrath,Chris Miller,Christopher Knights,Benedict Cumberbatch,Ken Jeong,Annet Mahendru,Peter Stormare,John Malkovich,Conrad Vernon",3,"Adventure, Animation, Comedy, Family",Rated PG,92 minutes
891,The Imitation Game,2014,Morten Tyldum,"Benedict Cumberbatch,Keira Knightley,Mark Strong,Matthew Goode,Rory Kinnear,Charles Dance,Allen Leech,Matthew Beard",3.5,"Drama, History, Thriller, War",Rated PG-13,114 minutes
892,The Immortalists,2014,"David Alvarado,Jason Sussberg",,2.5,Documentary,,78 minutes
893,Zero Motivation,2014,Talya Lavie,"Dana Ivgy,Nelly Tagar,Shani Klein,Heli Twito",3.5,Comedy,,100 minutes
894,The Kingdom of Dreams and Madness,2014,Mami Sunada,,3,"Animation, Documentary",,118 minutes
895,The Babadook,2014,Jennifer Kent,"Essie Davis,Noah Wiseman,Daniel Henshall,Hayley McElhinney,Cathy Adamek,Craig Behenna",3.5,"Drama, Horror, Thriller",Rated NR,93 minutes
896,Horns,2014,Alexandre Aja,"Daniel Radcliffe,Juno Temple,Heather Graham,Sabrina Carpenter,Kelli Garner,David Morse,James Remar,Joe Anderson,Max Minghella,Kathleen Quinlan",2,"Drama, Fantasy, Horror, Thriller",Rated R,120 minutes
897,Revenge of the Mekons,2014,Joe Angio,,3,"Documentary, Music",Rated NR,95 minutes
898,Concerning Violence,2014,Göran Olsson,,1.5,Documentary,,78 minutes
899,Nightcrawler,2014,Dan Gilroy,"Jake Gyllenhaal,Rene Russo,Riz Ahmed,Bill Paxton",4,"Crime, Drama, Thriller",Rated R,117 minutes
900,National Gallery,2014,Frederick Wiseman,,4,Documentary,,180 minutes
901,The Tower,2014,Christian Schwochow,"Jan Josef Liefers,Claudia Michelsen,Nadja Uhl,Sebastian Urzendowsky,Götz Schubert,Stephanie Stumph,Udo Schenk",3,Drama,,180 minutes
902,Interstellar,2014,Christopher Nolan,"Matthew McConaughey,Wes Bentley,Anne Hathaway,Jessica Chastain,Michael Caine,John Lithgow,Topher Grace,Casey Affleck,Mackenzie Foy,Ellen Burstyn,Bill Irwin,Collette Wolfe,David Oyelowo,William Devane",3.5,Science Fiction,Rated PG-13,169 minutes
903,"On Any Sunday, The Next Chapter",2014,Dana Brown,,2.5,Documentary,Rated PG,90 minutes
904,The Way He Looks,2014,Daniel Ribeiro,"Ghilherme Lobo,Fabio Audi,Selma Egrei,Tess Amorim,Eucir de Souza,Júlio Machado,Naruna Costa",3,"Drama, Romance",Rated NR,95 minutes
905,Elsa & Fred,2014,Michael Radford,"Shirley MacLaine,Christopher Plummer,Marcia Gay Harden,Scott Bakula,Chris Noth,George Segal,Erika Alexander,James Brolin,Wendell Pierce",1,"Comedy, Family, Romance",Rated PG-13,94 minutes
