id,movie_name,year,directors,actors,movie_rating,genre,duration
1630,The Maze,2010,Stephen Shimek,"Shalaina Castle, Brandon Sean Pearson, Clare Niederpruem",3.9,"Action, Horror, Thriller",86 min 
1631,The Influence,2010,J.Q. Lee,"Byung-hun Lee, Chae-young Han, Jae-hyeon Jo",6.2,"Action, Fantasy, Mystery",60 min 
1632,City Under Siege,2010,Benny Chan,"Mo-Chan Chik, Collin Chou, Chrissie Chow",4.8,"Action, Sci-Fi, Thriller",110 min 
1633,Trigun: Badlands Rumble,2010,Satoshi Nishimura,"Charles Baker, Ed Blaylock, Johnny Yong Bosch",7.4,"Animation, Action, Sci-Fi",90 min 
1634,Live!,2010,Yuriy Bykov,"Sergey Belyaev, Aleksey Komashko, Denis Shvedov",7,"Action, Drama",74 min 
1635,Chasing Shadows,2010,Jordan F. Ghanma,"Dina Alkhoury, Ramez Alkhoury, Shibly Alkhoury",7.7,"Action, Drama, Thriller",77 min 
1636,Wendigo: Bound by Blood,2010,Len Kabasinski,"Brian Anthony, Brian Arrington, Sara Brooks",4,"Action, Horror, Sci-Fi",85 min 
1637,Portrait of the Fighter as a Young Man,2010,Constantin Popescu,"Constantin Dita, Bogdan Dumitrache, Ionut Caras",7.8,"Action, Drama, History",163 min 
1638,Rakhta Charitra 2,2010,Ram Gopal Varma,"Shatrughan Sinha, Vivek Oberoi, Suriya",6.3,"Action, Crime, Drama",135 min 
1639,Blades of Blood,2010,Joon-ik Lee,"Jeong-min Hwang, Seung-won Cha, Ji-hye Han",6,Action,108 min 
1640,Red Eagle,2010,Wisit Sasanatieng,,5.5,"Action, Sci-Fi, Thriller",130 min 
1641,Ninjas vs. Vampires,2010,Justin Timpane,"Jay Saunders, Daniel Ross, Cory Okouchi",3,"Action, Comedy, Fantasy",89 min 
1642,Crook: It's Good to Be Bad,2010,Mohit Suri,"Emraan Hashmi, Neha Sharma, Arjan Bajwa",4.9,"Action, Drama, Thriller",121 min 
1643,Escape from New Jersey,2010,Chris R. Notarile,"Hector De La Rosa, Kim Santiago, Roberto Lombardi",4.4,"Action, Adventure, Sci-Fi",45 min 
1644,Madame X,2010,Lucky Kuswandi,"Joko Anwar, Titi Dwijayati, Ikhsan Himawan",6.3,"Action, Comedy",100 min 
1645,Ragada,2010,Veeru Potla,"Nagarjuna Akkineni, Anushka Shetty, Priyamani",6.1,"Action, Comedy, Drama",146 min 
1646,Jackie,2010,Soori,"Puneeth Rajkumar, Bhavana, Harshika Poonacha",6.8,Action,126 min 
1647,The Trashmaster,2010,Mathieu Weschler,Matt Challands,6.7,"Animation, Action",90 min 
1648,GR30k,2010,Daniel Falicki,"Rachel Finan, Jacqueline Joy, Michael O'Hair",6.2,"Animation, Action, Adventure",127 min 
1649,BKO: Bangkok Knockout,2010,Panna Rittikrai,"Sorapong Chatree, Kerttisak Udomnak, Krittiya Lardphanna",5.6,Action,106 min 
1650,My Best Bodyguard,2010,Sirippakorn Wongchariyawat,,4.2,"Action, Adventure",113 min 
1651,23,2010,Craig Deering,"Craig Deering, Allen Murphy, Joe Korbel",7,"Action, Comedy",104 min 
1652,Si Agimat at si Enteng Kabisote,2010,Tony Y. Reyes,"Vic Sotto, Ramon 'Bong' Revilla Jr., Sam Pinto",5.3,"Action, Comedy, Fantasy",110 min 
1653,300 Killers,2010,Matt Jaissle,"Johnny Andrews, Matt Jaissle, Sabastian Love",2.2,"Action, Horror, Thriller",75 min 
1654,Wind Blast,2010,Qunshu Gao,"Yihong Duan, Wu Jing, Zhang Li",5.1,Action,114 min 
1655,Who Killed Captain Alex?,2010,Nabwana I.G.G.,"Kakule William, Kakule Wilson, Sserunya Ernest",6.9,Action,64 min 
1656,Bang Rajan 2,2010,Tanit Jitnukul,,5.4,"Action, Adventure, War",127 min 
1657,Valley of the Dead,2010,K. Adithya Ashok,"Lex Yochim, Max Horner, Timothy Luke",6,Action,50 min 
1658,Kandahar,2010,Major Ravi,,3.3,"Action, Drama",150 min 
1659,Boca,2010,Flavio Frederico,"Daniel de Oliveira, Hermila Guedes, Jefferson Brasil",5.6,"Action, Crime, Drama",100 min 
1660,Vampire Warriors,2010,Dennis Law,"Luxia Jiang, Wah Yuen, Chrissie Chow",4,"Action, Thriller",100 min 
1661,Edge of the Empire,2010,Nirattisai Kaljareuk,,5.6,Action,117 min 
1662,Edge of the Empire,2010,Nirattisai Kaljareuk,,5.6,Action,117 min 
1663,The Bucks County Massacre,2010,Jason Sherman,"Nikki Bell, Zackary Kresser, Brittany Geiger",6.5,"Action, Horror, Thriller",84 min 
1664,Hae-gyeol-sa,2010,Hyeok-jae Kwon,"Kyung-gu Sol, Jung-Jin Lee, Dal-su Oh",6.4,"Action, Crime, Drama",99 min 
1665,CO2,2010,John Depew,"Jared Starr, Grace Young, Kate Bailey",2.7,"Action, Adventure, Drama",120 min 
1666,The Hooker with a Heart of Gold,2010,Brad Jones,"Sarah Lewis, Brian Lewis, Brad Jones",7.1,"Action, Comedy, Thriller",149 min 
1667,Kung Fu Wing Chun,2010,Tung Cho 'Joe' Cheung,"Jing Bai, Shaoqun Yu, Collin Chou",6.8,"Action, Comedy, Romance",110 min 
1668,Haunters,2010,Min-suk Kim,"Dong-won Kang, Duek-mun Choi, Jeong Eun-Chae",6.3,"Action, Sci-Fi, Thriller",100 min 
1669,The Samurai of Ayothaya,2010,Nopporn Watin,,6,"Action, Drama, History",100 min 
1670,Number One Shakib Khan,2010,Badiul Alam Khokon,"Shakib Khan, Apu Biswas, Misa Sawdagar",4.8,"Action, Comedy, Drama",175 min 
1671,Lalbaug Parel,2010,Mahesh Manjrekar,"Vinay Apte, Seema Biswas, Ankush Choudhary",7,Action,146 min 
1672,Na-neun Abba-da,2010,Se-Yeong Lee,"Seung-woo Kim, Byung-ho Son, Ha-ryong Im",6.3,"Action, Crime, Drama",99 min 
1673,Killer Clown,2010,Julian Cheah,"Julian Cheah, Milly Sherratt, Peter Jackson",3.6,"Action, Horror, Thriller",79 min 
1674,El Negocio,2010,Tim Bulot,"David Angel, Pedro Blanco, Tim Bulot",3.8,Action,58 min 
1675,Shock Invasion,2010,Frank Sudol,Frank Sudol,6,"Animation, Action, Adventure",71 min 
1676,Re-Generator,2010,Olivier Gruner,"Olivier Gruner, David J. Phillips, Paul Logan",3,"Action, Sci-Fi",94 min 
1677,Re-Generator,2010,Olivier Gruner,"Olivier Gruner, David J. Phillips, Paul Logan",3,"Action, Sci-Fi",94 min 
1678,The LXD: The Uprising Begins,2010,Jon M. Chu,"Alize Albuquerque, Philip Albuquerque, Joshua Lee Ayers",6.8,"Action, Adventure, Music",80 min 
1679,Blood and Bone,2009,Ben Ramsey,"Michael Jai White, Julian Sands, Eamonn Walker",6.7,"Action, Drama",93 min 
1680,Whiteout,2009,Dominic Sena,"Kate Beckinsale, Gabriel Macht, Tom Skerritt",5.5,"Action, Crime, Mystery",101 min 
1681,Astro Boy,2009,David Bowers,"Freddie Highmore, Nicolas Cage, Kristen Bell",6.4,"Animation, Action, Family",94 min 
1682,The Haunted World of El Superbeasto,2009,Rob Zombie,"Joe Alaskey, Ken Foree, Tom Papa",6,"Animation, Action, Comedy",77 min 
1683,Royal Kill,2009,Babar Ahmed,"Alexander Wraith, Gail Kim, Lalaine",3.2,"Action, Thriller",90 min 
1684,Daybreakers,2009,Michael Spierig,"Ethan Hawke, Willem Dafoe, Sam Neill",6.5,"Action, Horror, Sci-Fi",98 min 
1685,The Perfect Sleep,2009,Jeremy Alter,"Anton Pardoe, Anthony Dilio, David Beck",4.8,"Action, Drama, Romance",99 min 
1686,Terminator Salvation,2009,McG,"Christian Bale, Sam Worthington, Anton Yelchin",6.7,"Action, Sci-Fi",115 min 
1687,Cirque du Freak: The Vampire's Assistant,2009,Paul Weitz,"Chris Massoglia, John C. Reilly, Salma Hayek",6,"Action, Adventure, Fantasy",109 min 
1688,From Mexico with Love,2009,Jimmy Nickerson,"Kuno Becker, Steven Bauer, Stephen Lang",5.4,"Action, Drama",96 min 
1689,From Mexico with Love,2009,Jimmy Nickerson,"Kuno Becker, Steven Bauer, Stephen Lang",5.4,"Action, Drama",96 min 
1690,Push,2009,Paul McGuigan,"Camilla Belle, Dakota Fanning, Chris Evans",6.1,"Action, Sci-Fi, Thriller",111 min 
1691,The Tournament,2009,Scott Mann,"Ving Rhames, Robert Carlyle, Kelly Hu",6.1,"Action, Thriller",95 min 
1692,9,2009,Shane Acker,"Elijah Wood, Jennifer Connelly, Crispin Glover",7.1,"Animation, Action, Adventure",79 min 
1693,Once Upon a Time in Dublin,2009,Jason Figgis,"Emmett J Scanlan, Eoin Macken, Bill Fellows",6.3,"Action, Drama, Thriller",97 min 
1694,Star Trek,2009,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg",8,"Action, Adventure, Sci-Fi",127 min 
1695,Surviving Evil,2009,Terence Daw,"Billy Zane, Christina Cole, Natalie Mendoza",4.1,"Action, Horror, Thriller",90 min 
1696,Blood: The Last Vampire,2009,Chris Nahon,"Ji-hyun Jun, Allison Miller, Liam Cunningham",5.3,"Action, Horror, Thriller",91 min 
1697,The Belgrade Phantom,2009,Jovan B. Todorovic,"Marko Zivic, Radoslav Milenkovic, Nada Macankovic",6.9,"Action, Crime, Drama",82 min 
1698,A Day in the Life,2009,Sticky Fingaz,"Alvin 'Porky' Holland, Bokeem Woodbine, Chris Fleming",5.3,"Action, Crime, Drama",90 min 
1699,Underworld: Rise of the Lycans,2009,Patrick Tatopoulos,"Rhona Mitra, Michael Sheen, Bill Nighy",6.6,"Action, Adventure, Fantasy",92 min 
1700,Silver Medallist,2009,Hao Ning,"Lifan Dong, Bo Huang, Kong Jiu",7.4,"Action, Adventure, Comedy",99 min 
1701,Evangelion: 2.0 You Can (Not) Advance,2009,Masayuki,"Kotono Mitsuishi, Megumi Ogata, Megumi Hayashibara",8.1,"Animation, Action, Drama",112 min 
1702,First Strike,2009,Steven Bratter,"Duane Daniels, Cristian Letelier, Mette Holt",5.5,"Action, Sci-Fi, Thriller",90 min 
1703,Kerala Varma Pazhassi Raja,2009,T. Hariharan,"Mammootty, Sarath Kumar, Mohanlal",7.3,"Action, Drama, History",195 min 
1704,Street Fighter: The Legend of Chun-Li,2009,Andrzej Bartkowiak,"Kristin Kreuk, Neal McDonough, Michael Clarke Duncan",3.7,"Action, Crime, Fantasy",96 min 
1705,Serbian Scars,2009,Brent Huff,"Vladimir Rajcic, Michael Madsen, Mark Dacascos",3.9,"Action, Drama, Thriller",97 min 
1706,Monsters vs. Aliens,2009,Rob Letterman,"Reese Witherspoon, Rainn Wilson, Stephen Colbert",6.6,"Animation, Action, Adventure",94 min 
1707,The International,2009,Tom Tykwer,"Clive Owen, Naomi Watts, Armin Mueller-Stahl",6.5,"Action, Crime, Drama",118 min 
1708,Breaking Point,2009,Jeff Celentano,"Tom Berenger, Busta Rhymes, Armand Assante",4.8,"Action, Crime, Drama",93 min 
1709,Solomon Kane,2009,Michael J. Bassett,"James Purefoy, Max von Sydow, Rachel Hurd-Wood",6.1,"Action, Adventure, Fantasy",104 min 
1710,Obitaemyy ostrov,2009,Fedor Bondarchuk,"Vasiliy Stepanov, Yuliya Snigir, Pyotr Fyodorov",5.3,"Action, Adventure, Sci-Fi",115 min 
1711,All Screwed Up,2009,Neil Stephens,"Chyna Layne, Jake Waldman, Allison Carter Thomas",4.4,"Action, Comedy, Family",90 min 
1712,Minty: The Assassin,2009,Eugene Baldovino,"Jacki R. Chan, Jade English, Chip Joslin",4.1,"Action, Adventure, Comedy",80 min 
1713,Surrogates,2009,Jonathan Mostow,"Bruce Willis, Radha Mitchell, Ving Rhames",6.3,"Action, Sci-Fi, Thriller",89 min 
1714,Sherlock Holmes,2009,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams",7.6,"Action, Adventure, Crime",128 min 
1715,The Butcher,2009,Jesse V. Johnson,"Eric Roberts, Robert Davi, Keith David",5.4,"Action, Thriller",95 min 
1716,Perrier's Bounty,2009,Ian Fitzgibbon,"Gabriel Byrne, Cillian Murphy, Michael McElhatton",6.4,"Action, Comedy, Crime",88 min 
1717,Fast & Furious,2009,Justin Lin,"Vin Diesel, Paul Walker, Michelle Rodriguez",6.6,"Action, Crime, Drama",107 min 
1718,Night Train,2009,Brian King,"Danny Glover, Leelee Sobieski, Steve Zahn",5.7,"Action, Crime, Mystery",83 min 
1719,Infestation,2009,Kyle Rankin,"Chris Marquette, Brooke Nevin, Kinsey Packard",5.9,"Action, Comedy, Horror",91 min 
1720,Vampire Killers,2009,Phil Claydon,"Paul McGann, James Corden, MyAnna Buring",5.2,"Action, Comedy, Horror",86 min 
1721,Gamer,2009,Mark Neveldine,"Gerard Butler, Michael C. Hall, Ludacris",5.8,"Action, Sci-Fi, Thriller",95 min 
1722,Deadland,2009,Damon O'Steen,"Gary Weeks, Brian Tee, William Katt",4.1,"Action, Drama, Sci-Fi",107 min 
1723,Eyeborgs,2009,Richard Clabaugh,"Adrian Paul, Dale Girard, Mikey Wiseman",4.9,"Action, Crime, Sci-Fi",102 min 
1724,G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,"Dennis Quaid, Channing Tatum, Marlon Wayans",5.8,"Action, Adventure, Sci-Fi",118 min 
1725,For a Fistful of Diamonds,2009,Dominique Milano,"Chuti Tiu, Abdel-Aziz Essayed, Fabrice Sopoglian",2.8,Action,87 min 
1726,Transformers: Revenge of the Fallen,2009,Michael Bay,"Shia LaBeouf, Megan Fox, Josh Duhamel",6,"Action, Adventure, Sci-Fi",150 min 
1727,The Way,2009,Vladimir Pasichnik,"Dmitriy Nosov, Aleksey Orlov, Dmitriy Maksimov",4.7,"Action, Adventure",90 min 
1728,Ink,2009,Jamin Winans,"Christopher Soren Kelly, Quinn Hunchar, Jessica Duffy",7,"Action, Fantasy",107 min 
1729,Race to Witch Mountain,2009,Andy Fickman,"Dwayne Johnson, Carla Gugino, AnnaSophia Robb",5.7,"Action, Adventure, Family",98 min 
1730,Shinjuku Incident,2009,Tung-Shing Yee,"Jackie Chan, Naoto Takenaka, Daniel Wu",7.1,"Action, Crime, Drama",119 min 
1731,Night at the Museum: Battle of the Smithsonian,2009,Shawn Levy,"Ben Stiller, Owen Wilson, Amy Adams",5.9,"Action, Adventure, Comedy",105 min 
1732,Ice Age: Dawn of the Dinosaurs,2009,Carlos Saldanha,"Ray Romano, John Leguizamo, Denis Leary",7,"Animation, Action, Adventure",94 min 
1733,Dirty Mind,2009,Pieter Van Hees,"Wim Helsen, Robbie Cleiren, Kristine Van Pellicom",6.7,"Action, Comedy",102 min 
1734,Chicago Overcoat,2009,Brian Caunter,"Frank Vincent, Kathrine Narducci, Mike Starr",6.1,"Action, Adventure, Crime",94 min 
1735,City Rats,2009,Steve Kelly,"Tamer Hassan, Ray Panthaki, Susan Lynch",5.1,"Action, Comedy, Drama",94 min 
1736,Chandni Chowk to China,2009,Nikhil Advani,"Akshay Kumar, Deepika Padukone, Chia-Hui Liu",3.9,"Action, Adventure, Comedy",154 min 
1737,Next Day Air,2009,Benny Boom,"Yasiin Bey, Mike Epps, Donald Faison",5.9,"Action, Comedy, Crime",84 min 
1738,Dragonball: Evolution,2009,James Wong,"Justin Chatwin, James Marsters, Yun-Fat Chow",2.8,"Action, Adventure, Fantasy",85 min 
1739,Red Sands,2009,Alex Turner,"Shane West, Leonard Roberts, Aldis Hodge",4.3,"Action, Horror, Thriller",89 min 
1740,La Linea - The Line,2009,James Cotten,"Ray Liotta, Andy Garcia, Esai Morales",5.3,"Action, Crime, Drama",95 min 
1741,Thick as Thieves,2009,Mimi Leder,"Rade Serbedzija, Morgan Freeman, Robert Forster",6,"Action, Crime, Thriller",104 min 
1742,Paul Blart: Mall Cop,2009,Steve Carr,"Kevin James, Keir O'Donnell, Jayma Mays",5.2,"Action, Comedy, Crime",91 min 
1743,Breathe,2009,Nicholas Winter,,4.2,"Action, Drama",86 min 
1744,Crank: High Voltage,2009,Mark Neveldine,"Jason Statham, Amy Smart, Clifton Collins Jr.",6.2,"Action, Crime, Thriller",96 min 
1745,Echelon Conspiracy,2009,Greg Marcks,"Shane West, Edward Burns, Ving Rhames",5.8,"Action, Crime, Mystery",105 min 
1746,The Way of War,2009,John Carter,"Cuba Gooding Jr., Clarence Williams III, John Terry",3.3,"Action, Thriller",90 min 
1747,H2O Extreme,2009,William Scharpf,"Chris Carmack, Nikki Griffin, Rider Strong",4,"Action, Sport",95 min 
1748,District 9,2009,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope",8,"Action, Sci-Fi, Thriller",112 min 
1749,Death Warrior,2009,Bill Corcoran,"Hector Echavarria, Tanya Clarke, Nick Mancuso",2.9,"Action, Drama, Horror",90 min 
1750,Kambakkht Ishq,2009,Sabir Khan,"Sylvester Stallone, Denise Richards, Brandon Routh",3.9,"Action, Comedy, Romance",142 min 
1751,Fatal Rescue,2009,Stephen Manuel,"Steve Guttenberg, Aislinn Sands, Dominic Rickhards",3.7,"Action, Drama, Thriller",90 min 
1752,The Devil's Tomb,2009,Jason Connery,"Cuba Gooding Jr., Ray Winstone, Ron Perlman",3.8,"Action, Horror, Sci-Fi",90 min 
1753,Tidal Wave,2009,JK Youn,"Ji-won Ha, Jeong-hwa Eom, Kyung-gu Sol",5.7,"Action, Drama, Thriller",120 min 
1754,Dance Flick,2009,Damien Dante Wayans,"Marlon Wayans, Shawn Wayans, Shoshana Bush",3.5,"Action, Comedy, Music",83 min 
1755,Chaostage,2009,Tarek Ehlail,"Ben Becker, Christian Beuter, Stipe Erceg",5.6,Action,90 min 
1756,12 Rounds,2009,Renny Harlin,"John Cena, Ashley Scott, Aidan Gillen",5.6,"Action, Crime, Thriller",108 min 
1757,Super Capers: The Origins of Ed and the Missing Bullion,2009,Ray Griggs,"Justin Whalin, Ray Griggs, Danielle Harris",3.2,"Action, Adventure, Comedy",98 min 
1758,Set Apart,2009,Ralph E. Portillo,"Ary Katz, Richard Roundtree, John Schneider",7.1,"Action, Adventure, Drama",97 min 
1759,A Lonely Place for Dying,2009,Justin Eugene Evans,"Michael Scovotti, Ross Marquand, Michael Wincott",6.3,"Action, Thriller, War",94 min 
1760,The Breath,2009,Levent Semerci,"Mete Horozoglu, Ilker Kizmaz, Baris Bagci",8.1,"Action, Drama, Thriller",128 min 
1761,Quick Gun Murugun: Misadventures of an Indian Cowboy,2009,Shashanka Ghosh,"Rajendraprasad, Nasser, Rambha",6.1,"Action, Comedy, Drama",97 min 
1762,Ninja,2009,Isaac Florentine,"Scott Adkins, Tsuyoshi Ihara, Mika Hijii",5.5,"Action, Crime, Drama",86 min 
1763,The Horde,2009,Yannick Dahan,"Claude Perron, Jean-Pierre Martins, Eriq Ebouaney",5.9,"Action, Horror, Thriller",90 min 
1764,Kurbaan,2009,Renzil D'Silva,"Kareena Kapoor, Saif Ali Khan, Om Puri",5.7,"Action, Crime, Drama",161 min 
1765,Ninja Assassin,2009,James McTeigue,"Rick Yune, Naomie Harris, Rain",6.4,"Action, Crime, Thriller",99 min 
1766,Storm Warriors,2009,Oxide Pang Chun,"Aaron Kwok, Ekin Cheng, Kenny Ho",5.3,"Action, Adventure, Fantasy",111 min 
1767,Pandorum,2009,Christian Alvart,"Dennis Quaid, Ben Foster, Cam Gigandet",6.8,"Action, Horror, Mystery",108 min 
1768,2012,2009,Roland Emmerich,"John Cusack, Thandie Newton, Chiwetel Ejiofor",5.8,"Action, Adventure, Sci-Fi",158 min 
1769,Black Dynamite,2009,Scott Sanders,"Arsenio Hall, Tommy Davidson, Phyllis Applegate",7.4,"Action, Comedy",84 min 
1770,Zone of the Dead,2009,Milan Konjevic,"Ken Foree, Kristina Klebe, Emilio Roso",4.1,"Action, Horror",101 min 
1771,The Sniper,2009,Dante Lam,"Richie Jen, Xiaoming Huang, Edison Chen",5.6,"Action, Adventure, Crime",90 min 
1772,The Assassin Next Door,2009,Danny Lerner,"Olga Kurylenko, Ninette Tayeb, Henry David",5.8,"Action, Drama, Thriller",102 min 
1773,The Boxer,2009,Thomas Jahn,"Kelly Adams, Gregor Bador, Frank Braun",5.2,"Action, Drama, Sport",94 min 
1774,Heist,2009,Richard Cooper,"Rick Jordan, Christian Mendez, Erik David Barber",4.8,"Action, Crime",90 min 
1775,Paintball,2009,Daniel Benmayor,"Brendan Mackey, Jennifer Matter, Patrick Regis",3.9,"Action, Thriller",86 min 
1776,The Bleeding,2009,Charlie Picerni,"Vinnie Jones, Michael Madsen, Armand Assante",3,"Action, Horror",80 min 
1777,Spy of Orange,2009,Tim Oliehoek,"Paul de Leeuw, Najib Amhali, Jennifer Hoffman",3.6,"Action, Comedy",90 min 
1778,Command Performance,2009,Dolph Lundgren,"Dolph Lundgren, Melissa Molinaro, Hristo Shopov",5.7,"Action, Drama, Thriller",93 min 
1779,Bitch Slap,2009,Rick Jacobson,"Julia Voth, Erin Cummings, America Olivo",4.5,"Action, Comedy, Crime",109 min 
1780,Blue,2009,Anthony D'Souza,"Akshay Kumar, Sanjay Dutt, Lara Dutta",3.7,"Action, Adventure, Romance",119 min 
1781,Aladin,2009,Sujoy Ghosh,"Shubhankar Atre, Amitabh Bachchan, Victor Banerjee",4.6,"Action, Adventure, Comedy",132 min 
1782,Newsmakers,2009,Anders Banke,"Andrey Merzlikin, Evgeniy Tsyganov, Maria Mashkova",5.9,"Action, Crime, Drama",107 min 
1783,Taras Bulba,2009,Vladimir Bortko,"Bogdan Stupka, Igor Petrenko, Vladimir Vdovichenkov",5.7,"Action, Drama, History",129 min 
1784,Red Alert: The War Within,2009,Ananth Narayan Mahadevan,"Sunil Shetty, Sameera Reddy, Ashish Vidyarthi",6.4,"Action, Drama, Thriller",120 min 
1785,Interceptor,2009,Konstantin Maksimov,"Igor Petrenko, Lyubov Tolkalina, Aleksandr Baluev",3.8,"Action, Sci-Fi, Thriller",90 min 
1786,Interceptor,2009,Konstantin Maksimov,"Igor Petrenko, Lyubov Tolkalina, Aleksandr Baluev",3.8,"Action, Sci-Fi, Thriller",90 min 
1787,District 13: Ultimatum,2009,Patrick Alessandrin,"Cyril Raffaelli, David Belle, Philippe Torreton",6.5,"Action, Crime, Thriller",101 min 
1788,Assault of the Sasquatch,2009,Andrew Gernhard,"Kevin Shea, Greg Nutcher, Sarah J. Ahearn",3.5,"Action, Horror",85 min 
1789,Assault of the Sasquatch,2009,Andrew Gernhard,"Kevin Shea, Greg Nutcher, Sarah J. Ahearn",3.5,"Action, Horror",85 min 
1790,Give 'em Hell Malone,2009,Russell Mulcahy,"Thomas Jane, Ving Rhames, Elsa Pataky",6,"Action, Crime, Thriller",96 min 
1791,Fading of the Cries,2009,Steven Maguire,"Brad Dourif, Mackenzie Rosman, Hallee Hirsh",3.2,"Action, Fantasy, Horror",94 min 
1792,Woochi,2009,Dong-hoon Choi,"Yun-seok Kim, Dong-won Kang, Jung-ah Yum",6.8,"Action, Adventure, Comedy",136 min 
1793,Kaminey: The Scoundrels,2009,Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra, Deb Mukherjee",7.5,"Action, Comedy, Crime",130 min 
1794,Apocalypse Female Warriors,2009,Len Kabasinski,"Brian Anthony, Brian Arrington, Gary Barickman",3,Action,88 min 
1795,Shoot the Duke,2009,Stephen Manuel,"Stephen Baldwin, Bettina Zimmermann, Thomas Heinze",3.8,"Action, Comedy, Thriller",77 min 
1796,Ghost Machine,2009,Chris Hartwill,"Sean Faris, Rachael Taylor, Luke Ford",4.8,"Action, Sci-Fi, Thriller",100 min 
1797,Dossier K.,2009,Jan Verheyen,"Koen De Bouw, Werner De Smedt, Blerim Destani",6.8,"Action, Crime, Drama",120 min 
1798,Universal Soldier: Regeneration,2009,John Hyams,"Dolph Lundgren, Jean-Claude Van Damme, Andrei Arlovski",5.2,"Action, Adventure, Sci-Fi",97 min 
1799,Harry Brown,2009,Daniel Barber,"Michael Caine, Emily Mortimer, David Bradley",7.2,"Action, Crime, Drama",103 min 
1800,Kung Fu Flid,2009,Xavier Leret,"Frank Harper, Mat Fraser, Terry Stone",3,"Action, Comedy, Crime",90 min 
1801,Double Identity,2009,Dennis Dimster,"Val Kilmer, Izabella Miko, Julian Wadham",4.5,"Action, Crime, Thriller",93 min 
1802,Dragon Hunter,2009,Stephen Shimek,"Kelly Stables, Brad Johnson, Newell Alexander",3.7,"Action, Adventure, Fantasy",90 min 
1803,The Keeper,2009,Keoni Waxman,"Steven Seagal, Liezl Carstens, Arron Shiver",5.2,"Action, Crime, Thriller",94 min 
1804,Road of No Return,2009,Parviz Saghizadeh,"Michael Madsen, David Carradine, Michael Blain-Rozgay",4.4,"Action, Drama",91 min 
1805,The Warrior and the Wolf,2009,Zhuangzhuang Tian,"Maggie Q, Joe Odagiri, Chung-Hua Tou",4,"Action, Drama, History",101 min 
1806,The Boondock Saints II: All Saints Day,2009,Troy Duffy,"Sean Patrick Flanery, Norman Reedus, Billy Connolly",6.3,"Action, Comedy, Crime",118 min 
1807,Born of Hope,2009,Kate Madison,"Christopher Dane, Beth Aynsley, Kate Madison",6.3,"Action, Adventure, Fantasy",71 min 
