ID,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
1254,,,"Determining the Best Classification Algorithm with Recourse to Sampling
and Metalearning",,"Pavel Brazdil and
Rui Leite",2010,incollection,,,,http://dx.doi.org/10.1007/978-3-642-05177-7_8,173--188,"Advances in Machine Learning {I:} Dedicated to the Memory of Professor
Ryszard S. Michalski",DBLP:series/sci/2010-262
1255,Springer,3-540-00130-1,"XML-Based Data Management and Multimedia Engineering - {EDBT} 2002
Workshops, {EDBT} 2002 Workshops XMLDM, MDDE, and YRWS, Prague, Czech
Republic, March 24-28, 2002, Revised Papers",Lecture Notes in Computer Science,,2002,proceedings,,,2490,,,,
1256,,,"{STMML.} {A} markup language for scientific, technical and medical
publishing",,"Peter Murray{-}Rust and
Henry S. Rzepa",2002,article,Data Science Journal,2,1,http://dx.doi.org/10.2481/dsj.1.128,1--65,,
1257,,,"A UK\emph{Geographic Information System for Environmental Monitoring, Resource Planning and Management Capable of Integrating and Using
Satellite Remotely Sensed Data}J. A. T. Young. Remote Sensing Society
Monograph. (Nottingham: Remote Sensing Society, 1986.) [.]{\textsterling}1200.
{ISBN} 0946226083",,D. C. Ovadia,1987,article,International Journal of Geographical Information Science,2,1,http://dx.doi.org/10.1080/02693798708928516,190--191,,
1258,Springer,3-540-63454-1,"Spatial Data Types for Database Systems, Finite Resolution Geometry
for Geographic Information Systems",Lecture Notes in Computer Science,Markus Schneider,1997,book,,,1288,http://dx.doi.org/10.1007/BFb0028319,,,
1259,,,NASA's earth science data systems standards endorsement process,,"Richard E. Ullman and
Yonsook Enloe",2005,inproceedings,,,,http://dx.doi.org/10.1109/IGARSS.2005.1525852,4232--4235,"{IEEE} International Geoscience {\&} Remote Sensing Symposium, {IGARSS} 2005, July 25-29, 2005, Seoul, Korea, Proceedings",DBLP:conf/igarss/2005
1260,,,"Supervised Machine Learning Methods for Quantification of Pulmonary
Fibrosis",,"Manuel Stritt and
Roman B{\""{a}}r and
Jo{\""{e}}l Freyss and
Julia Marrie and
Enrico Vezzali and
Edgar Weber and
Anna Stalder",2011,inproceedings,,,,,24--37,"Advances in Mass Data Analysis of Images and Signals in Medicine, Biotechnology, Chemistry and Food Industry, 6th International Conference, {MDA} 2011, New York, NY, USA, September/August 2011, Proceedings",DBLP:conf/massdata/2011
1261,,,Machine learning of syndromes for different types of features,,Ventzeslav Valev,2011,inproceedings,,,,http://dx.doi.org/10.1109/HPCSim.2011.5999867,504--509,"2011 International Conference on High Performance Computing {\&}amp;
Simulation, {HPCS} 2012, Istanbul, Turkey, July 4-8, 2011",DBLP:conf/ieeehpcs/2011
1262,,,Inductive Thermodynamics from Time Series Data Analysis,,"Hiroshi H. Hasegawa and
Takashi Washio and
Yukari Ishimiya",2002,inproceedings,,,,http://dx.doi.org/10.1007/3-540-45884-0_28,384--394,"Progress in Discovery Science, Final Report of the Japanese Discovery
Science Project",DBLP:conf/dsp/2002
1263,,,"An Empirical Examination of Daily Stock Return Distributions for {U.S.}
Stocks",,"Svetlozar T. Rachev and
Stoyan V. Stoyanov and
Almira Biglova and
Frank J. Fabozzi",2005,incollection,,,,http://dx.doi.org/10.1007/3-540-28397-8_30,269--281,Data Analysis and Decision Support,DBLP:series/class/354028397
1264,,3-540-57825-0,"Advances in Object-Oriented Database Systems, Proceedings of the {NATO}
Advanced Study Institute on Object-Oriented Database Systems, held
in Izmir, Kusadasi, Turkey, August 6-16, 1993",{NATO} {ASI} Series {F:} Computing and Systems Sciences,,1994,proceedings,,,130,,,,
1265,Springer,978-3-642-05178-4,"Advances in Machine Learning II, Dedicated to the Memory of Professor
Ryszard S. Michalski",Studies in Computational Intelligence,,2010,book,,,263,http://dx.doi.org/10.1007/978-3-642-05179-1,,Advances in Machine Learning {II},
1266,,,Reservoir Computing,,Risto Miikkulainen,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_726,863,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1267,,,"On the Use of Stochastic Hessian Information in Optimization Methods
for Machine Learning",,"Richard H. Byrd and
Gillian M. Chin and
Will Neveitt and
Jorge Nocedal",2011,article,{SIAM} Journal on Optimization,3,21,http://dx.doi.org/10.1137/10079923X,977--995,,
1268,,,"Kernel based machine learning algorithm for the efficient prediction
of type {III} polyketide synthase family of proteins",,"V. Mallika and
K. C. Sivakumar and
S. Jaichand and
E. V. Soniya",2010,article,J. Integrative Bioinformatics,1,7,http://dx.doi.org/10.2390/biecoll-jib-2010-143,,,
1269,,,From {TPC-C} to Big Data Benchmarks: {A} Functional Workload Model,,"Yanpei Chen and
Francois Raab and
Randy H. Katz",2012,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-53974-9_4,28--43,"Specifying Big Data Benchmarks - First Workshop, {WBDB} 2012, San
Jose, CA, USA, May 8-9, 2012, and Second Workshop, {WBDB} 2012, Pune, India, December 17-18, 2012, Revised Selected Papers",DBLP:conf/wbdb/2012
1270,,,Optimal Learning,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_616,743,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1271,,,"Learning-Based Scheduling of Flexible Manufacturing Systems Using
Support Vector Machines",,"Paolo Priore and
Jos{\'{e}} Parre{\~{n}}o and
Ra{\'{u}}l Pino and
Alberto Gomez and
Javier Puente",2010,article,Applied Artificial Intelligence,3,24,http://dx.doi.org/10.1080/08839510903549606,194--209,,
1272,,,Science in Africa: {A} Bibliometric Panorama Using {PASCAL} Database,,"Rigas Arvanitis and
Roland Waast and
Jacques Gaillard",2000,article,Scientometrics,3,47,http://dx.doi.org/10.1023/A:1005615816165,457--473,,
1273,Springer,3-540-61629-2,"Recent Trends in Data Type Specification, 11th Workshop on Specification
of Abstract Data Types Joint with the 8th {COMPASS} Workshop, Oslo, Norway, September 19-23, 1995, Selected Papers",Lecture Notes in Computer Science,,1996,proceedings,,,1130,,,,
1274,Springer,3-540-59132-X,"Recent Trends in Data Type Specification, 10th Workshop on Specification
of Abstract Data Types Joint with the 5th {COMPASS} Workshop, S. Margherita, Italy, May 30 - June 3, 1994, Selected Papers",Lecture Notes in Computer Science,,1995,proceedings,,,906,,,,
1275,,,Regret Bounds and Minimax Policies under Partial Monitoring,,"Jean{-}Yves Audibert and
S{\'{e}}bastien Bubeck",2010,article,Journal of Machine Learning Research,,11,http://portal.acm.org/citation.cfm?id=1953023,2785--2836,,
1276,Springer,3-540-56379-2,"Recent Trends in Data Type Specification, 8th Workshop on Specification
of Abstract Data Types Joint with the 3rd {COMPASS} Workshop, Dourdan, France, August 26-30, 1991, Selected Papers",Lecture Notes in Computer Science,,1993,proceedings,,,655,,,,
1277,,,Bayesian Reinforcement Learning,,Pascal Poupart,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_67,90--93,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1278,Springer,3-540-57867-6,"Recent Trends in Data Type Specification, 9th Workshop on Specification
of Abstract Data Types Joint with the 4th {COMPASS} Workshop, Caldes
de Malavella, Spain, October 26-30, 1992, Selected Papers",Lecture Notes in Computer Science,,1994,proceedings,,,785,,,,
1279,Springer,3-540-24288-0,"Database Theory - {ICDT} 2005, 10th International Conference, Edinburgh, UK, January 5-7, 2005, Proceedings",Lecture Notes in Computer Science,,2005,proceedings,,,3363,,,,
1280,,,"Localization of the Lumbar Discs Using Machine Learning and Exact
Probabilistic Inference",,"Ayse Bet{\""{u}}l Oktay and
Yusuf Sinan Akgul",2011,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-23626-6_20,158--165,"Medical Image Computing and Computer-Assisted Intervention - {MICCAI}
2011 - 14th International Conference, Toronto, Canada, September 18-22, 2011, Proceedings, Part {III}",DBLP:conf/miccai/2011-3
1281,Springer,3-540-41456-8,"Database Theory - {ICDT} 2001, 8th International Conference, London, UK, January 4-6, 2001, Proceedings",Lecture Notes in Computer Science,,2001,proceedings,,,1973,,,,
1282,Springer,3-540-00323-1,"Database Theory - {ICDT} 2003, 9th International Conference, Siena, Italy, January 8-10, 2003, Proceedings",Lecture Notes in Computer Science,,2002,proceedings,,,2572,,,,
1283,,,ARTDP,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_32,40,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1284,,,"An Efficient Tool for Discovering Simple Combinatorial Patterns from
Large Text Databases",,"Hiroki Arimura and
Atsushi Wataki and
Ryoichi Fujino and
Shinichi Shimozono and
Setsuo Arikawa",1998,inproceedings,,,,http://dx.doi.org/10.1007/3-540-49292-5_37,393--394,"Discovery Science, First International Conference, {DS} '98, Fukuoka, Japan, December 14-16, 1998, Proceedings",DBLP:conf/dis/1998
1285,,,"Performance evaluation of evolutionary multiobjective optimization
algorithms for multiobjective fuzzy genetics-based machine learning",,"Hisao Ishibuchi and
Yusuke Nakashima and
Yusuke Nojima",2011,article,Soft Comput.,12,15,http://dx.doi.org/10.1007/s00500-010-0669-9,2415--2434,,
1286,,,Artificial Intelligence Modelling: Data Driven and Theory Driven Approaches,,Klaus Manhart,1995,inproceedings,,,,,416--431,"Social Science Microsimulation [Dagstuhl Seminar, May, 1995]",DBLP:conf/dagstuhl/1995soscsi
1287,,,Database organization strategies for spatial decision support systems,,"Marc P. Armstrong and
Paul J. Densham",1990,article,International Journal of Geographical Information Science,1,4,http://dx.doi.org/10.1080/02693799008941525,3--20,,
1288,,,Self-configuration from a Machine-Learning Perspective,,Wolfgang Konen,2011,article,CoRR,,abs/1105.1951,http://arxiv.org/abs/1105.1951,,,
1289,,,Multistrategy Learning for Robot Behaviours,,"Claude Sammut and
Tak Fai Yik",2010,incollection,,,,http://dx.doi.org/10.1007/978-3-642-05177-7_23,457--476,"Advances in Machine Learning {I:} Dedicated to the Memory of Professor
Ryszard S. Michalski",DBLP:series/sci/2010-262
1290,,,Posterior Regularization for Structured Latent Variable Models,,"Kuzman Ganchev and
Jo{\~{a}}o Gra{\c{c}}a and
Jennifer Gillenwater and
Ben Taskar",2010,article,Journal of Machine Learning Research,,11,http://portal.acm.org/citation.cfm?id=1859918,2001--2049,,
1291,,,The Role of Visualization in Understanding Data,,Gitta Domik,1991,inproceedings,,,,http://dx.doi.org/10.1007/BFb0038184,91--107,"New Results and New Trends in Computer Science, Graz, Austria, June
20-21, 1991, Proceedings [on occasion of H. Maurer's 50th birthday]",DBLP:conf/birthday/1991maurer
1292,Springer,3-540-40768-5,"Intelligent Search on {XML} Data, Applications, Languages, Models, Implementations, and Benchmarks",Lecture Notes in Computer Science,,2003,proceedings,,,2818,,,,
1293,,,Occam's Razor,,Geoffrey I. Webb,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_609,735,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1294,,,Automatic building identification using gps and machine learning,,"Robert S. Woodley and
Warren Noll and
Joseph Barker and
Donald C. Wunsch",2010,inproceedings,,,,http://dx.doi.org/10.1109/IGARSS.2010.5653179,2739--2742,"{IEEE} International Geoscience {\&} Remote Sensing Symposium, {IGARSS} 2010, July 25-30, 2010, Honolulu, Hawaii, USA, Proceedings",DBLP:conf/igarss/2010
1295,,,"OPeNDAP: Accessing data in a distributed, heterogeneous environment",,"Peter Cornillon and
James Gallagher and
Tom Sgouros",2003,article,Data Science Journal,,2,http://dx.doi.org/10.2481/dsj.2.164,164--174,,
1296,,,Nogood Learning,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_593,721,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1297,,,A Comparison of On-Line Computer Science Citation Databases,,"Vaclav Petricek and
Ingemar J. Cox and
Hui Han and
Isaac G. Councill and
C. Lee Giles",2005,inproceedings,,,,http://dx.doi.org/10.1007/11551362_39,438--449,"Research and Advanced Technology for Digital Libraries, 9th European
Conference, {ECDL} 2005, Vienna, Austria, September 18-23, 2005, Proceedings",DBLP:conf/ercimdl/2005
1298,,,"Rule Extraction from a Mutagenicity Data Set Using Adaptively Grown
Phylogenetic-like Trees",,"Patricia A. Bacha and
Heather S. Gruver and
Bobi K. Den Hartog and
Susan Y. Tamura and
Ruth F. Nutt",2002,article,Journal of Chemical Information and Computer Sciences,5,42,http://dx.doi.org/10.1021/ci020366q,1104--1111,,
1299,,,Imitating Personalized Expressions in an Avatar through Machine Learning,,"Cassondra Puklavage and
Alexander R. Pirela and
Avelino J. Gonzalez and
Michael Georgiopoulos",2010,inproceedings,,,,http://www.aaai.org/ocs/index.php/FLAIRS/2010/paper/view/1256,,"Proceedings of the Twenty-Third International Florida Artificial Intelligence
Research Society Conference, May 19-21, 2010, Daytona Beach, Florida",DBLP:conf/flairs/2010
1300,,,Web Tools for Molecular Biological Data Analysis,,"Denise Fukumi Tsunoda and
Heitor Silv{\'{e}}rio Lopes and
Ana Tereza Ribeiro de Vasconcelos",2005,incollection,,,,http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14745,3068--3073,Encyclopedia of Information Science and Technology {(5} Volumes),DBLP:books/idea/Ency05
1301,,,"Is information systems a science? an inquiry into the nature of the
information systems discipline",,"Deepak Khazanchi and
Bj{\o}rn Erik Munkvold",2000,article,{DATA} {BASE},2,31,http://doi.acm.org/10.1145/381137.381141,24--42,,
1302,,,"A Machine Learning Approach to Multilingual and Cross-Lingual Ontology
Matching",,"Dennis Spohr and
Laura Hollink and
Philipp Cimiano",2011,inproceedings,,,,http://dx.doi.org/10.1007/978-3-642-25073-6_42,665--680,"The Semantic Web - {ISWC} 2011 - 10th International Semantic Web Conference, Bonn, Germany, October 23-27, 2011, Proceedings, Part {I}",DBLP:conf/semweb/2011-1
1303,,,"Secure Machine Learning, a Brief Overview",,"Xiaofeng Liao and
Liping Ding and
Yongji Wang",2011,inproceedings,,,,http://dx.doi.org/10.1109/SSIRI-C.2011.15,26--29,"Fifth International Conference on Secure Software Integration and
Reliability Improvement, {SSIRI} 2011, 27-29 June, 2011, Jeju Island, Korea - Companion Volume",DBLP:conf/ssiri/2011c
1304,,,Non-Parametric Methods,,,2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_598,722,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1305,,,"Parallel tempering is efficient for learning restricted Boltzmann
machines",,"KyungHyun Cho and
Tapani Raiko and
Alexander Ilin",2010,inproceedings,,,,http://dx.doi.org/10.1109/IJCNN.2010.5596837,1--8,"International Joint Conference on Neural Networks, {IJCNN} 2010, Barcelona, Spain, 18-23 July, 2010",DBLP:conf/ijcnn/2010
1306,,,"Exact and heuristic algorithms for parallel-machine scheduling with
DeJong's learning effect",,"Dariusz Okolowski and
Stanislaw Gawiejnowicz",2010,article,Computers {\&} Industrial Engineering,2,59,http://dx.doi.org/10.1016/j.cie.2010.04.008,272--279,,
1307,,,"Object-Oriented Database for Intelligent Engineering Applications
(Abstract)",,"Marguerite Summers and
John D. McGregor",1990,inproceedings,,,,http://doi.acm.org/10.1145/100348.100427,413,"Proceedings of the {ACM} 18th Annual Computer Science Conference on
Cooperation, {CSC} '90, Sheraton Washington Hotel, Washington, DC, USA, February 20-22, 1990",DBLP:conf/acm/1990
1308,,,Heuristics in Medical Data Mining,,Susan E. George,2005,incollection,,,,http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14432,1322--1326,Encyclopedia of Information Science and Technology {(5} Volumes),DBLP:books/idea/Ency05
1309,,,"Machine learning for text selection with expressive unit-selection
voices",,"Dominic Espinosa and
Michael White and
Eric Fosler{-}Lussier and
Chris Brew",2010,inproceedings,,,,http://www.isca-speech.org/archive/interspeech_2010/i10_1125.html,1125--1128,"{INTERSPEECH} 2010, 11th Annual Conference of the International Speech
Communication Association, Makuhari, Chiba, Japan, September 26-30, 2010",DBLP:conf/interspeech/2010
1310,,,"The Molecular Information File {(MIF):} Core Specifications of a New
Standard Format for Chemical Data",,"Frank H. Allen and
John M. Barnard and
Anthony P. F. Cook and
Sydney R. Hall",1995,article,Journal of Chemical Information and Computer Sciences,3,35,http://dx.doi.org/10.1021/ci00025a009,412--427,,
1311,,,Cost-Sensitive Learning,,"Charles X. Ling and
Victor S. Sheng",2010,incollection,,,,http://dx.doi.org/10.1007/978-0-387-30164-8_181,231--235,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1312,,,A Convergent Online Single Time Scale Actor Critic Algorithm,,"Dotan Di Castro and
Ron Meir",2010,article,Journal of Machine Learning Research,,11,http://doi.acm.org/10.1145/1756006.1756017,367--410,,
1313,,,Adaptive Cancellation of Channel Nonlinearities For Data Transmission,,"Allen Gersho and
Ezio Biglieri",1984,inproceedings,,,,,1239--1242,{ICC} {(3)},
1314,,,"Symposium on User Reactions to {CAS} Data and Bibliographic Services.
Concluding Remarks",,Russell J. Rowlett Jr.,1975,article,Journal of Chemical Information and Computer Sciences,3,15,http://dx.doi.org/10.1021/ci60003a016,186--189,,
