id,title,authors,venue,paper year
r563,Application servers (panel session): born-again TP monitors for the Web,"C. Mohan, Larry Cable, Matthieu Devin, Scott Dietzen, Pat Helland, Dan Wolfson",International Conference on Management of Data,2001
r564,View management in multimedia databases,"K. Selçuk Candan, Eric Lemar, V. S. Subrahmanian",The VLDB Journal — The International Journal on Very Large Data Bases,2000
r565,XML and electronic commerce: enabling the network economy,"Bart Meltzer, Robert Glushko",ACM SIGMOD Record,1999
r566,A graph-theoretic model for optimizing queries involving methods,"Chiang Lee, Chi-Sheng Shih, Yaw-Huei Chen",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r567,Composing Web services on the Semantic Web,"Brahim Medjahed, Athman Bouguettaya, Ahmed K. Elmagarmid",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r568,Self-organizing data sharing communities with SAGRES,"Zachary Ives, Alon Levy, Jayant Madhavan, Rachel Pottinger, Stefan Saroiu, Igor Tatarinov, Shiori Betzler, Qiong Chen, Ewa Jaslikowska, Jing Su, Wai Tak Theodora Yeung",International Conference on Management of Data,2000
r569,A graphical query language for mobile information systems,Ya-Hui Chang,ACM SIGMOD Record,2003
r570,Hilbert R-tree: An Improved R-tree using Fractals,"Ibrahim Kamel, Christos Faloutsos",Very Large Data Bases,1994
r571,The ECRC multi database system,"Willem Jonker, Heribert Schütz",International Conference on Management of Data,1995
r572,Practical Issues with Commercial Use of Federated Databases,Jim Kleewein,Very Large Data Bases,1996
r573,Detection and classification of intrusions and faults using sequences of system calls,"João B. D. Cabrera, Lundy Lewis, Raman K. Mehra",ACM SIGMOD Record,2000
r574,Declarative specification of Web sites with S,"Mary Fernández, Daniela Florescu, Alon Levy, Dan Suciu",The VLDB Journal — The International Journal on Very Large Data Bases,2000
r575,Dynamic service matchmaking among agents in open information environments,"Katia Sycara, Matthias Klusch, Seth Widoff, Jianguo Lu",ACM SIGMOD Record,1999
r576,Efficient processing of joins on set-valued attributes,Nikos Mamoulis,International Conference on Management of Data,2003
r577,XSB as a deductive database,"Konstantinos Sagonas, Terrance Swift, David S. Warren",International Conference on Management of Data,1994
r578,Formal query languages for secure relational databases,"Marianne Winslett, Kenneth Smith, Xiaolei Qian",ACM Transactions on Database Systems (TODS),1994
r579,Are we working on the right problems? (panel),Michael Stonebraker,International Conference on Management of Data,1998
r580,Dynamic sample selection for approximate query processing,"Brian Babcock, Surajit Chaudhuri, Gautam Das",International Conference on Management of Data,2003
r581,Reducing the Braking Distance of an SQL Query Engine,"Michael J. Carey, Donald Kossmann",Very Large Data Bases,1998
r582,"Self-adaptive, on-line reclustering of complex object data","William J. McIver, Jr., Roger King",International Conference on Management of Data,1994
r583,Eliminating costly redundant computations from SQL trigger executions,"François Llirbat, Françoise Fabret, Eric Simon",International Conference on Management of Data,1997
r584,Multidimensional Access Methods: Trees Have Grown Everywhere,"Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",Very Large Data Bases,1997
r585,Dimensionality reduction for similarity searching in dynamic databases,"K. V. Ravi Kanth, Divyakant Agrawal, Ambuj Singh",International Conference on Management of Data,1997
r586,OS Support for VLDBs: Unix Enhancements for the Teradata Data Base,"John Catozzi, Sorana Rabinovici",Very Large Data Bases,1994
r587,New TPC benchmarks for decision support and web commerce,"Meikel Poess, Chris Floyd",ACM SIGMOD Record,2000
r588,Novel Approaches in Query Processing for Moving Object Trajectories,"Dieter Pfoser, Christian S. Jensen, Yannis Theodoridis",Very Large Data Bases,2000
r589,Response to A close look at the IFO data model,"Serge Abiteboul, Richard Hull",ACM SIGMOD Record,1995
r590,XML Repository and Active Views Demonstration,"Serge Abiteboul, Vincent Aguilera, Sébastien Ailleret, Bernd Amann, Sophie Cluet, Brendan Hills, Frédéric Hubert, Jean-Claude Mamou, Amélie Marian, Laurent Mignet, Tova Milo, Cassio Souza dos Santos, Bruno Tessier, Anne-Marie Vercoustre",Very Large Data Bases,1999
r591,Recent design trade-offs in SQL3,"Nelson Mattos, Linda G. DeMichiel",ACM SIGMOD Record,1994
r592,Treasurer's message,Joachim Hammer,ACM SIGMOD Record,2002
r593,A flexible and recoverable client/server database event notification system,"Eric N. Hanson, I.-Cheng Chen, Roxana Dastur, Kurt Engel, Vijay Ramaswamy, Wendy Tan, Chun Xu",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r594,Estimation of Query-Result Distribution and its Application in Parallel-Join Load Balancing,"Viswanath Poosala, Yannis E. Ioannidis",Very Large Data Bases,1996
r595,Heterogeneous Database Query Optimization in DB2 Universal DataJoiner,"Shivakumar Venkataraman, Tian Zhang",Very Large Data Bases,1998
r596,Curio: A Novel Solution for Efficient Storage and Indexing in Data Warehouses,"Anindya Datta, Krithi Ramamritham, Helen M. Thomas",Very Large Data Bases,1999
r597,Incremental distance join algorithms for spatial databases,"Gísli R. Hjaltason, Hanan Samet",International Conference on Management of Data,1998
r598,Edgar F. Codd: a tribute and personal memoir,C. J. Date,ACM SIGMOD Record,2003
r599,Extracting Large Data Sets using DB2 Parallel Edition,Sriram Padmanabhan,Very Large Data Bases,1996
r600,Querying a Multilevel Database: A Logical Analysis,Frédéric Cuppens,Very Large Data Bases,1996
r601,Aggregation Algorithms for Very Large Compressed Data Warehouses,"Jianzhong Li, Doron Rotem, Jaideep Srivastava",Very Large Data Bases,2000
r602,OODB Bulk Loading Revisited: The Partitioned-List Approach,"Janet L. Wiener, Jeffrey F. Naughton",Very Large Data Bases,1995
r603,Incremental Maintenance for Materialized Views over Semistructured Data,"Serge Abiteboul, Jason McHugh, Michael Rys, Vasilis Vassalos, Janet L. Wiener",Very Large Data Bases,1998
r604,Efficient concurrency control in multidimensional access methods,"Kaushik Chakrabarti, Sharad Mehrotra",International Conference on Management of Data,1999
r605,MapInfo SpatialWare: A Spatial Information Server for RDBMS,Chebel Mina,Very Large Data Bases,1998
r606,Safe query languages for constraint databases,Peter Z. Revesz,ACM Transactions on Database Systems (TODS),1998
r607,"Replication, consistency, and practicality: are these mutually exclusive?","Todd Anderson, Yuri Breitbart, Henry F. Korth, Avishai Wool",International Conference on Management of Data,1999
r608,Selectivity Estimation in Extensible Databases - A Neural Network Approach,"M. Seetha Lakshmi, Shaoyu Zhou",Very Large Data Bases,1997
r609,Exposing undergraduate students to database system internals,"Anastassia Ailamaki, Joseph M. Hellerstein",ACM SIGMOD Record,2003
r610,DEC data distributor: for data replication and data warehousing,Daniel J. Dietterich,International Conference on Management of Data,1994
r611,"COMMIX: towards effective web information extraction, integration and query answering","Tengjiao Wang, Shiwei Tang, Dongqing Yang, Jun Gao, Yuqing Wu, Jian Pei",International Conference on Management of Data,2002
r612,Enabling dynamic content caching for database-driven web sites,"K. Selçuk Candan, Wen-Syan Li, Qiong Luo, Wang-Pin Hsiung, Divyakant Agrawal",International Conference on Management of Data,2002
r613,Index configuration in object-oriented databases,Elisa Bertino,The VLDB Journal — The International Journal on Very Large Data Bases,1994
r614,Integrating Heterogenous Overlapping Databases through Object-Oriented Transformations,"Vanja Josifovski, Tore Risch",Very Large Data Bases,1998
r615,Enhancing external consistency in real-time transactions,"Kwei-Jay Lin, Ching-Shan Peng",ACM SIGMOD Record,1996
r616,STING: A Statistical Information Grid Approach to Spatial Data Mining,"Wei Wang, Jiong Yang, Richard R. Muntz",Very Large Data Bases,1997
r617,Electronic commerce: tutorial,"Nabil R. Adam, Yelena Yesha",International Conference on Management of Data,1998
r618,Fibonacci: a programming language for object databases,"Antonio Albano, Giorgio Ghelli, Renzo Orsini",The VLDB Journal — The International Journal on Very Large Data Bases,1995
r619,Workshop on workflow management in scientific and engineering applications-report,"R. McClatchey, G. Vossen",ACM SIGMOD Record,1997
r620,Data mining: practical machine learning tools and techniques with Java implementations,"Ian H. Witten, Eibe Frank",ACM SIGMOD Record,2002
r621,Global optimization of histograms,"H. V. Jagadish, Hui Jin, Beng Chin Ooi, Kian-Lee Tan",International Conference on Management of Data,2001
r622,Materialized view maintenance and integrity constraint checking: trading space for time,"Kenneth A. Ross, Divesh Srivastava, S. Sudarshan",International Conference on Management of Data,1996
r623,Hardware acceleration for spatial selections and joins,"Chengyu Sun, Divyakant Agrawal, Amr El Abbadi",International Conference on Management of Data,2003
r624,Hierarchical Prefix Cubes for Range-Sum Queries,"Chee Yong Chan, Yannis E. Ioannidis",Very Large Data Bases,1999
r625,Next generation database systems won't work without semantics! (panel),John Mylopoulos,International Conference on Management of Data,1998
r626,The power of languages for the manipulation of complex values,"Serge Abiteboul, Catriel Beeri",The VLDB Journal — The International Journal on Very Large Data Bases,1995
r627,The Garlic project,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",International Conference on Management of Data,1996
r628,On the Computation of Multidimensional Aggregates,"Sameet Agarwal, Rakesh Agrawal, Prasad Deshpande, Ashish Gupta, Jeffrey F. Naughton, Raghu Ramakrishnan, Sunita Sarawagi",Very Large Data Bases,1996
r629,An extended entity-relationship model for geographic applications,"Thanasis Hadzilacos, Nectaria Tryfona",ACM SIGMOD Record,1997
r630,Querying Heterogeneous Information Sources Using Source Descriptions,"Alon Y. Levy, Anand Rajaraman, Joann J. Ordille",Very Large Data Bases,1996
r631,Predictive dynamic load balancing of parallel and distributed rule and query processing,"Hasanat M. Dewan, Salvatore J. Stolfo, Mauricio Hernández, Jae-Jun Hwang",International Conference on Management of Data,1994
r632,Things every update replication customer should know (abstract),Rob Goldring,International Conference on Management of Data,1994
r633,FALCON: Feedback Adaptive Loop for Content-Based Retrieval,"Leejay Wu, Christos Faloutsos, Katia P. Sycara, Terry R. Payne",Very Large Data Bases,2000
r634,Sampling Large Databases for Association Rules,Hannu Toivonen,Very Large Data Bases,1996
r635,A new method for similarity indexing of market basket data,"Charu C. Aggarwal, Joel L. Wolf, Philip S. Yu",International Conference on Management of Data,1999
r636,Information sharing across private databases,"Rakesh Agrawal, Alexandre Evfimievski, Ramakrishnan Srikant",International Conference on Management of Data,2003
r637,Processing complex aggregate queries over data streams,"Alin Dobra, Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",International Conference on Management of Data,2002
r638,Fundamental techniques for order optimization,"David Simmen, Eugene Shekita, Timothy Malkemus",International Conference on Management of Data,1996
r639,Microsoft universal data access platform,"José A. Blakeley, Michael J. Pizzo",International Conference on Management of Data,1999
r640,The dangers of replication and a solution,"Jim Gray, Pat Helland, Patrick O'Neil, Dennis Shasha",International Conference on Management of Data,1996
r641,EIHA?!?: deploying Web and WAP services using XML technology,"Chiara Biancheri, Jean-Christophe Pazzaglia, Gavino Paddeu",ACM SIGMOD Record,2002
r642,Scalable Sweeping-Based Spatial Join,"Lars Arge, Octavian Procopiuc, Sridhar Ramaswamy, Torsten Suel, Jeffrey Scott Vitter",Very Large Data Bases,1998
r643,Special issue on persistent object systems,,The VLDB Journal — The International Journal on Very Large Data Bases,1995
r644,The distributed information search component (Disco) and the World Wide Web,"Anthony Tomasic, Rémy Amouroux, Philippe Bonnet, Olga Kapitskaia, Hubert Naacke, Louiqa Raschid",International Conference on Management of Data,1997
r645,Management of semistructured data,Dan Suciu,ACM SIGMOD Record,1997
r646,Amalgamating knowledge bases,V. S. Subrahmanian,ACM Transactions on Database Systems (TODS),1994
r647,SMOOTH - A Distributed Multimedia Database System,"Harald Kosch, László Böszörményi, Alexander Bachlechner, Christian Hanin, Christian Hofbauer, Margit Lang, Carmen Riedler, Roland Tusch",Very Large Data Bases,2001
r648,An XML query engine for network-bound data,"Zachary G. Ives, A. Y. Halevy, D. S. Weld",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r649,Computing Iceberg Queries Efficiently,"Min Fang, Narayanan Shivakumar, Hector Garcia-Molina, Rajeev Motwani, Jeffrey D. Ullman",Very Large Data Bases,1998
r650,Sybase replication server,"Alex Gorelik, Yongdong Wang, Mark Deppe",International Conference on Management of Data,1994
r651,DataBlitz storage manager: main-memory database performance for critical applications,"J. Baulier, P. Bohannon, S. Gogate, C. Gupta, S. Haldar",International Conference on Management of Data,1999
r652,The Cougar Project: a work-in-progress report,"Alan Demers, Johannes Gehrke, Rajmohan Rajaraman, Niki Trigoni, Yong Yao",ACM SIGMOD Record,2003
