ID,Title,Episodes,Producers,Genres,Type,Year,Rating
800,Zero no Tsukaima F,12,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'Tsundere']",TV,2012,4.1
801,Piano no Mori,1,MADHOUSE,"['Classical Music', 'Drama', 'Music', 'School Life']",Movie,2007,4.1
802,Minami-ke,13,Doumu,"['Based on a Manga', 'Comedy', 'Slice of Life']",TV,2007,4.1
803,To Love-Ru: Darkness OVA,6,XEBEC,"['Aliens', 'Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Love Triangle', 'Nudity', 'Panty Shots', 'Romance', 'Sci Fi', 'Sexual Content', 'Slice of Life']",OVA,2012,4.1
804,Yuru Yuri ,12,Dogakobo,"['Based on a Manga', 'Comedy', 'Moe', 'School Club', 'School Life', 'Shoujo-ai', 'Slice of Life']",TV,2012,4.1
805,Baka to Test to Shoukanjuu,13,SILVER LINK,"['Based on a Light Novel', 'Comedy', 'Magic', 'Magic School', 'School Life']",TV,2010,4.1
806,Baka and Test - Summon the Beasts,13,SILVER LINK,"['Based on a Light Novel', 'Comedy', 'Magic', 'Magic School', 'School Life']",TV,2010,4.1
807,Dragon Ball Z,291,Toei Animation,"['Action', 'Aliens', 'Fantasy', 'Shounen', 'Superpowers']",TV,1989,4.1
808,Kigeki,1,Production I.G,"['Action', 'Europe', 'Shorts', 'Supernatural', 'Swordplay', 'Vampires']",OVA,2002,4.1
809,Comedy,1,Production I.G,"['Action', 'Europe', 'Shorts', 'Supernatural', 'Swordplay', 'Vampires']",OVA,2002,4.1
810,Future Boy Conan,26,Nippon Animation,"['Adventure']",TV,1978,4.1
811,Mirai Shounen Conan,26,Nippon Animation,"['Adventure']",TV,1978,4.1
812,12 Kingdoms,45,Studio Pierrot,"['Based on a Light Novel', 'Fantasy', 'Person in a Strange World', 'Political']",TV,2002,4.1
813,The Twelve Kingdoms,45,Studio Pierrot,"['Based on a Light Novel', 'Fantasy', 'Person in a Strange World', 'Political']",TV,2002,4.1
814,Juuni Kokki,45,Studio Pierrot,"['Based on a Light Novel', 'Fantasy', 'Person in a Strange World', 'Political']",TV,2002,4.1
815,Kyo Kara Maoh! 3rd Series,39,Studio Deen,"['Based on a Light Novel', 'Comedy', 'Fantasy']",TV,2008,4.1
816,Shakugan no Shana,24,J.C.Staff,"['Action', 'Based on a Light Novel', 'Fantasy', 'Magic', 'Tsundere']",TV,2005,4.1
817,Bleach Movie 4: Jigoku-hen,1,Studio Pierrot,"['Action', 'Shinigami', 'Supernatural', 'Swordplay']",Movie,2010,4.1
818,Gekijouban Bleach: Jigoku-hen,1,Studio Pierrot,"['Action', 'Shinigami', 'Supernatural', 'Swordplay']",Movie,2010,4.1
819,Bleach the Movie 4: Hell Verse,1,Studio Pierrot,"['Action', 'Shinigami', 'Supernatural', 'Swordplay']",Movie,2010,4.1
820,Hidamari Sketch x SP,2,Shaft,"['Comedy', 'Slice of Life']",TV Special,2011,4.1
821,Hidamari Sketch x 365 Specials,2,Shaft,"['Comedy', 'Moe', 'School Life']",TV Special,2009,4.1
822,Chi's Sweet Home: Atarashii Ouchi,104,MADHOUSE,"['Adventure', 'Animal Protagonists', 'Based on a Manga', 'Comedy', 'Family Friendly', 'Slice of Life']",TV,2009,4.1
823,Chi's New Address,104,MADHOUSE,"['Adventure', 'Animal Protagonists', 'Based on a Manga', 'Comedy', 'Family Friendly', 'Slice of Life']",TV,2009,4.1
824,Air Gear: Kuro no Hane to Nemuri no Mori -Break on the Sky-,3,Satelight,"['Based on a Manga', 'Ecchi']",OVA,2010,4.1
825,Macross Frontier ~Itsuwari no Utahime~,1,Satelight,"['Action', 'Drama', 'Idols', 'Sci Fi']",Movie,2009,4.1
826,Nisekoi:,12,Shaft,"['Based on a Manga', 'Comedy', 'Harem', 'Romance', 'School Life', 'Slice of Life', 'Tsundere']",TV,2015,4.1
827,Love Stage!!,10,J.C.Staff,"['Based on a Manga', 'Comedy', 'LGBT Themes', 'Romance', 'Sexual Content', 'Shounen-ai']",TV,2014,4.09
828,Letter Bee Reverse,25,Studio Pierrot,"['Based on a Manga', 'Fantasy']",TV,2010,4.09
829,Tegami Bachi Reverse,25,Studio Pierrot,"['Based on a Manga', 'Fantasy']",TV,2010,4.09
830,Hetalia: The Beautiful World Specials,4,Studio Deen,"['Based on a Manga', 'Comedy', 'Historical', 'Parody', 'Political']",DVD Special,2013,4.09
831,Banner of the Stars III,2,Sunrise,"['Based on a Novel', 'Military', 'Outer Space', 'Sci Fi', 'Space Opera']",OVA,2005,4.09
832,Seikai no Senki III,2,Sunrise,"['Based on a Novel', 'Military', 'Outer Space', 'Sci Fi', 'Space Opera']",OVA,2005,4.09
833,Kuroko's Basketball NG-shuu,9,Production I.G,"['Based on a Manga', 'Basketball', 'Comedy', 'Shounen', 'Sports']",DVD Special,2012,4.09
834,To Love-Ru: Darkness 2nd,12,XEBEC,"['Aliens', 'Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Love Triangle', 'Nudity', 'Panty Shots', 'Romance', 'School Life', 'Sci Fi', 'Sexual Content', 'Slice of Life']",TV,2015,4.09
835,Sound! Euphonium,13,Kyoto Animation,"['Based on a Novel', 'Music', 'School Club', 'School Life']",TV,2015,4.09
836,Hibike! Euphonium,13,Kyoto Animation,"['Based on a Novel', 'Music', 'School Club', 'School Life']",TV,2015,4.09
837,Kyou Kara Ore Wa!!,10,Studio Pierrot,"['Based on a Manga', 'Bullying', 'Comedy', 'Delinquents', 'Physical Abuse', 'School Life', 'Shounen']",OVA,1992,4.09
838,Jungle Wa Itsumo Hale Nochi Guu Final,7,Shinei Animation,"['Based on a Manga', 'Comedy', 'Parody', 'Slice of Life']",OVA,2003,4.09
839,Har+Guu FINAL,7,Shinei Animation,"['Based on a Manga', 'Comedy', 'Parody', 'Slice of Life']",OVA,2003,4.09
840,Fairy Tail the Movie: Phoenix Priestess,1,A-1 Pictures,"['Action', 'Fantasy', 'Magic', 'Shounen']",Movie,2012,4.09
841,Fairy Tail: Houou no Miko,1,A-1 Pictures,"['Action', 'Fantasy', 'Magic', 'Shounen']",Movie,2012,4.09
842,Tokyo Ravens,24,8-Bit,"['Action', 'Based on a Light Novel', 'Magic School', 'School Life', 'Supernatural']",TV,2013,4.09
843,Pandora Hearts,25,XEBEC,"['Action', 'Alice in Wonderland', 'Based on a Manga', 'Comedy', 'Fantasy', 'Mystery', 'Shounen']",TV,2009,4.09
844,Romeo no Aoi Sora,33,Nippon Animation,"['Europe', 'World Masterpiece Theater']",TV,1995,4.09
845,Amagi Brilliant Park,13,Kyoto Animation,"['Based on a Light Novel', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Work Life']",TV,2014,4.09
846,Maison Ikkoku,96,Studio Deen,"['Based on a Manga', 'Boarding House', 'Comedy', 'Coming of Age', 'Drama', 'Love Triangle', 'Romance']",TV,1986,4.09
847,Capeta,52,Studio Comet,"['Action', 'Based on a Manga', 'Cars', 'Racing', 'Sports']",TV,2005,4.09
848,Mitsudomoe Zouryouchuu!,8,Bridge,"['Based on a Manga', 'Comedy', 'Ecchi', 'School Life', 'Slice of Life']",TV,2011,4.09
849,Gochuumon wa Usagi Desu ka??,3+,Kinema Citrus,"['Based on a Manga', 'Comedy', 'Moe', 'Slice of Life']",TV,2015,4.09
850,Is the Order a Rabbit??,3+,Kinema Citrus,"['Based on a Manga', 'Comedy', 'Moe', 'Slice of Life']",TV,2015,4.09
851,Full Metal Panic! The Second Raid: Episode 00,1,Kyoto Animation,"['Action', 'Based on a Light Novel', 'Military', 'War']",Other,2005,4.08
852,Meitantei Conan: Gouka no Himawari,1,TMS Entertainment,"[]",Movie,2015,4.08
853,Detective Conan Movie 19: The Hellfire Sunflowers,1,TMS Entertainment,"[]",Movie,2015,4.08
854,Furi Kuri,6,Gainax,"['Action', 'Comedy', 'Coming of Age', 'Original Work', 'Robots', 'Romance', 'Sci Fi', 'Seinen']",OVA,2000,4.08
855,FLCL,6,Gainax,"['Action', 'Comedy', 'Coming of Age', 'Original Work', 'Robots', 'Romance', 'Sci Fi', 'Seinen']",OVA,2000,4.08
856,Noragami OVA,2,Bones,"['Comedy', 'Japanese Mythology', 'Supernatural']",OVA,2014,4.08
857,White Album 2,13,Satelight,"['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Love Triangle', 'Music', 'Romance', 'School Club', 'School Life']",TV,2013,4.08
858,Evangelion: 3.0 You Can (Not) Redo,1,Gainax,"['Mecha', 'Sci Fi']",Movie,2012,4.08
859,Rebuild of Evangelion: 3.0,1,Gainax,"['Mecha', 'Sci Fi']",Movie,2012,4.08
860,Guilty Crown,22,Production I.G,"['Action', 'Mecha', 'noitaminA', 'Original Work', 'Sci Fi']",TV,2011,4.08
861,Golden Time,24,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Coming of Age', 'Drama', 'Love Triangle', 'Romance', 'School Life']",TV,2013,4.08
862,Genshiken,12,Palm Studio,"['Based on a Manga', 'Comedy', 'Doujinshi', 'Manga Industry', 'Otaku Culture', 'School Club', 'Slice of Life']",TV,2004,4.08
863,Strike Witches: Operation Victory Arrow,3,SILVER LINK,"['Military', 'Nudity']",OVA,2014,4.08
864,Servant x Service,13,A-1 Pictures,"['Based on a Manga', 'Comedy', 'Slice of Life', 'Work Life']",TV,2013,4.08
865,Read or Die,3,Studio Deen,"['Action', 'Based on a Light Novel', 'Sci Fi', 'Superpowers']",OVA,2001,4.06
866,Seikai no Monshou,13,Sunrise,"['Based on a Novel', 'Outer Space', 'Sci Fi', 'Space Opera', 'War']",TV,1999,4.06
867,Crest of the Stars,13,Sunrise,"['Based on a Novel', 'Outer Space', 'Sci Fi', 'Space Opera', 'War']",TV,1999,4.06
868,Fate/stay night,24,Studio Deen,"['Action', 'Based on an Eroge', 'Based on a Visual Novel', 'Fantasy', 'Magic', 'Romance', 'Superpowers']",TV,2006,4.06
869,The Familiar of Zero: Princess no Rondo,12,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'Tsundere']",TV,2008,4.06
870,Zero no Tsukaima: Princess no Rondo,12,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'Tsundere']",TV,2008,4.06
871,Familiar of Zero: "Rondo" of Princesses,12,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'Tsundere']",TV,2008,4.06
872,Saiyuki Reload: Burial,3,Studio Pierrot,"['Action', 'Adventure', 'Comedy', 'Fantasy']",OVA,2007,4.06
873,Highschool of the Dead,12,MADHOUSE,"['Action', 'Based on a Manga', 'Ecchi', 'Explicit Violence', 'Horror', 'Pandemic', 'Panty Shots', 'Physical Abuse', 'Survival', 'Zombies']",TV,2010,4.06
874,Gakuen Mokushiroku: High School of the Dead,12,MADHOUSE,"['Action', 'Based on a Manga', 'Ecchi', 'Explicit Violence', 'Horror', 'Pandemic', 'Panty Shots', 'Physical Abuse', 'Survival', 'Zombies']",TV,2010,4.06
875,Hakuouki Sekkaroku,6,Studio Deen,"['Action', 'Based on an Otome Game', 'Based on a Visual Novel', 'Feudal Japan', 'Historical', 'Samurai']",OVA,2011,4.06
876,Hakuoki: Demon of the Fleeting Blossom - A Memory of Snow Flowers,6,Studio Deen,"['Action', 'Based on an Otome Game', 'Based on a Visual Novel', 'Feudal Japan', 'Historical', 'Samurai']",OVA,2011,4.06
877,Dragon Ball,153,Toei Animation,"['Action', 'Adventure', 'Based on a Manga', 'Comedy', 'Journey to the West', 'Martial Arts', 'Shounen']",TV,1986,4.06
878,Yumeiro Ptissire,50,Studio Pierrot,"['Based on a Manga', 'Culinary School', 'Family Friendly', 'Fantasy', 'Food', 'School Life', 'Shoujo']",TV,2009,4.06
879,Suki-tte Ii na yo.,13,Zexcs,"['Based on a Manga', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life']",TV,2012,4.06
880,Say "I love you".,13,Zexcs,"['Based on a Manga', 'Drama', 'Romance', 'School Life', 'Shoujo', 'Slice of Life']",TV,2012,4.06
881,Yuru Yuri Nachu Yachumi!,1,TYO Animations,"['Comedy', 'Moe', 'Slice of Life']",OVA,2014,4.06
882,Eyeshield 21,145,Gallop,"['Action', 'Based on a Manga', 'Comedy', 'Drama', 'Physical Abuse', 'School Club', 'School Life', 'Shounen', 'Sports', 'Tournaments']",TV,2005,4.06
883,Gungrave,26,MADHOUSE,"['Action', 'Assassins', 'Based on a Video Game', 'Mercenaries', 'Superpowers', 'Violence']",TV,2003,4.06
884,Kekkai Sensen,12,Bones,"['Action', 'Based on a Manga', 'Comedy', 'Sci Fi', 'Superpowers', 'Vampires']",TV,2015,4.05
885,Blood Blockade Battlefront,12,Bones,"['Action', 'Based on a Manga', 'Comedy', 'Sci Fi', 'Superpowers', 'Vampires']",TV,2015,4.05
886,Kore wa Zombie desu ka?,12,Studio Deen,"['Based on a Light Novel', 'Comedy', 'Crossdressing', 'Ecchi', 'Fantasy', 'Magic', 'Magical Girl', 'Panty Shots', 'Parody', 'School Life', 'Violence', 'Zombies']",TV,2011,4.05
887,Is this a Zombie?,12,Studio Deen,"['Based on a Light Novel', 'Comedy', 'Crossdressing', 'Ecchi', 'Fantasy', 'Magic', 'Magical Girl', 'Panty Shots', 'Parody', 'School Life', 'Violence', 'Zombies']",TV,2011,4.05
888,Nisekoi OVA,3,Shaft,"['Based on a Manga', 'Comedy', 'Ecchi', 'Harem', 'Romance', 'Tsundere']",OVA,2014,4.05
889,Beelzebub,60,Pierrot Plus,"['Action', 'Based on a Manga', 'Childcare', 'Comedy', 'Delinquents', 'Demons', 'Master-Servant Relationship', 'Shounen', 'Superpowers']",TV,2011,4.05
890,Hellsing,13,GONZO,"['Action', 'Based on a Manga', 'Europe', 'Horror', 'Master-Servant Relationship', 'Vampires', 'Violence']",TV,2001,4.05
891,Fruits Basket,26,Studio Deen,"['Based on a Manga', 'Comedy', 'Drama', 'Fantasy', 'Reverse Harem', 'Romance', 'Shoujo']",TV,2001,4.05
892,One Piece Movie 4: Dead End Adventure,1,Toei Animation,"['Adventure', 'Pirates', 'Shounen']",Movie,2003,4.05
893,Beyond the Boundary,12,Kyoto Animation,"['Action', 'Based on a Light Novel', 'Drama', 'Fantasy', 'Magic', 'School Life']",TV,2013,4.05
894,Kyoukai no Kanata,12,Kyoto Animation,"['Action', 'Based on a Light Novel', 'Drama', 'Fantasy', 'Magic', 'School Life']",TV,2013,4.05
895,Ranma 1/2 Akumu! Shunmin Kou,1,Studio Deen,"['Comedy', 'Nudity']",OVA,2008,4.05
896,Rurouni Kenshin Movie,1,Gallop,"['Based on a Manga', 'Drama', 'Feudal Japan', 'Samurai', 'Swordplay']",Movie,1997,4.05
897,Samurai X: The Motion Picture,1,Gallop,"['Based on a Manga', 'Drama', 'Feudal Japan', 'Samurai', 'Swordplay']",Movie,1997,4.05
898,Lupin Sansei: L`avventura Italiana,17+,Telecom Animation Film,"['Action', 'Comedy', 'Thieves']",TV,2015,4.05
899,Lupin III (2015),17+,Telecom Animation Film,"['Action', 'Comedy', 'Thieves']",TV,2015,4.05
900,Higashi no Eden: Soushuu-hen Air Communication,1,Production I.G,"['noitaminA']",Movie,2009,4.05
901,Eden of the East Compilation: Air Communication,1,Production I.G,"['noitaminA']",Movie,2009,4.05
902,Mahou Sensei Negima! ~Mou Hitotsu no Sekai~,4,Shaft,"['Magic']",OVA,2009,4.05
903,Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,12,Manglobe,"['Action', 'Superpowers']",TV,2013,4.05
904,The Unlimited - Hyoubu Kyousuke,12,Manglobe,"['Action', 'Superpowers']",TV,2013,4.05
905,Unlimited Psychic Squad,12,Manglobe,"['Action', 'Superpowers']",TV,2013,4.05
906,Princess Tutu,26,Hal Film Maker,"['Classical Music', 'Drama', 'Fantasy', 'Magic', 'Magical Girl', 'Music', 'Original Work', 'Romance']",TV,2002,4.05
907,City Hunter 3,13,Sunrise,"[]",TV,1989,4.05
908,Pokemon: Mega Evolution Special,3+,OLM,"['Adventure', 'Fantasy', 'Monsters', 'Shounen']",TV Special,2014,4.05
909,Pokemon XY: Mega Evolution,3+,OLM,"['Adventure', 'Fantasy', 'Monsters', 'Shounen']",TV Special,2014,4.05
910,Sket Dance,77,Tatsunoko Pro.,"['Based on a Manga', 'Comedy', 'Episodic', 'School Club', 'School Life', 'Shounen', 'Slice of Life']",TV,2011,4.04
911,Persona 4 The Animation,25,AIC A.S.T.A.,"['Based on a Video Game', 'Fantasy', 'Mystery', 'Supernatural']",TV,2011,4.04
912,Sarai-ya Goyou,12,Manglobe,"['Based on a Manga', 'Drama', 'Feudal Japan', 'Historical', 'noitaminA', 'Samurai', 'Slice of Life', 'Swordplay', 'Thieves']",TV,2010,4.04
913,Sekirei ~Pure Engagement~,13,Seven Arcs,"['Based on a Manga', 'Ecchi', 'Hand to Hand Combat', 'Panty Shots', 'Physical Abuse']",TV,2010,4.08
914,Akira,1,TMS Entertainment,"['Action', 'Based on a Manga', 'Cyberpunk', 'Futuristic', 'Post-apocalyptic', 'Psychic Powers', 'Sci Fi', 'Violence']",Movie,1988,4.08
915,Rokka -Braves of the Six Flowers-,12,Passione,"['Action', 'Adventure', 'Based on a Light Novel', 'Fantasy', 'Mystery']",TV,2015,4.08
916,Rokka no Yuusha,12,Passione,"['Action', 'Adventure', 'Based on a Light Novel', 'Fantasy', 'Mystery']",TV,2015,4.08
917,Hakkenden: Eight Dogs of the East 2,13,Studio Deen,"['Action', 'Fantasy', 'Supernatural']",TV,2013,4.08
918,Shin Tennis no Ouji-sama,13,Production I.G,"['Sports', 'Tennis']",TV,2012,4.08
919,The New Prince of Tennis,13,Production I.G,"['Sports', 'Tennis']",TV,2012,4.08
920,New Prince of Tennis,13,Production I.G,"['Sports', 'Tennis']",TV,2012,4.08
921,Nura: Rise of the Yokai Clan,24,Studio Deen,"['Action', 'Based on a Manga', 'Comedy', 'Demons', 'Japanese Mythology', 'Monsters', 'Shounen', 'Supernatural', 'Swordplay']",TV,2010,4.07
922,Nurarihyon no Mago,24,Studio Deen,"['Action', 'Based on a Manga', 'Comedy', 'Demons', 'Japanese Mythology', 'Monsters', 'Shounen', 'Supernatural', 'Swordplay']",TV,2010,4.07
923,Gundam Wing: Operation Meteor,4,Sunrise,"['Action', 'Mecha', 'Recap', 'Sci Fi']",OVA,1996,4.07
924,Mobile Suit Gundam Wing: Operation Meteor,4,Sunrise,"['Action', 'Mecha', 'Recap', 'Sci Fi']",OVA,1996,4.07
925,Shin Kidou Senki Gundam W: Operation Meteor,4,Sunrise,"['Action', 'Mecha', 'Recap', 'Sci Fi']",OVA,1996,4.07
926,Ghost in the Shell 2: Innocence,1,Production I.G,"['Cyberpunk', 'Cyborgs', 'Futuristic', 'Hacking', 'Sci Fi']",Movie,2004,4.07
927,Perfect Blue,1,MADHOUSE,"['Based on a Novel', 'Horror', 'Idols', 'Nudity', 'Physical Abuse', 'Psychological', 'Sexual Content', 'Thriller', 'Violence']",Movie,1997,4.07
928,The Familiar of Zero,13,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'Tsundere']",TV,2006,4.07
929,Zero no Tsukaima,13,J.C.Staff,"['Based on a Light Novel', 'Comedy', 'Fantasy', 'Magic', 'Magic School', 'Master-Servant Relationship', 'Person in a Strange World', 'Tsundere']",TV,2006,4.07
930,Minami-ke Okaeri,13,asread,"['Based on a Manga', 'Comedy', 'Slice of Life']",TV,2009,4.07
931,Lucky Star,24,Kyoto Animation,"['Based on a Manga', 'Comedy', 'Episodic', 'Moe', 'Otaku Culture', 'Parody', 'School Life', 'Slice of Life']",TV,2007,4.07
932,Kyousougiga (2013),10,Toei Animation,"['Comedy', 'Fantasy', 'Original Work', 'Supernatural']",TV,2013,4.07
933,Arakawa Under the Bridge x Bridge,13,Shaft,"['Based on a Manga', 'Comedy', 'Romance', 'Seinen']",TV,2010,4.07
934,Haganai: I Don't Have Many Friends,12,AIC Build,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Harem', 'Nudity', 'Otaku Culture', 'School Club', 'School Life']",TV,2011,4.07
935,Boku wa Tomodachi ga Sukunai,12,AIC Build,"['Based on a Light Novel', 'Comedy', 'Ecchi', 'Harem', 'Nudity', 'Otaku Culture', 'School Club', 'School Life']",TV,2011,4.07
936,Mobile Suit Gundam Wing,49,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Political', 'Sci Fi']",TV,1995,4.07
937,Gundam Wing,49,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Political', 'Sci Fi']",TV,1995,4.07
938,Mobile Suit Gundam SEED,50,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Sci Fi', 'War']",TV,2002,4.07
939,Gundam SEED,50,Sunrise,"['Action', 'Mecha', 'Outer Space', 'Sci Fi', 'War']",TV,2002,4.07
940,Mardock Scramble: The Second Combustion,1,GoHands,"['Sci Fi']",Movie,2011,4.07
941,Mobile Suit Gundam 00 Special Edition II: End of World,1,Sunrise,"[]",OVA,2009,4.07
942,Gundam 00 Special Edition II: End of World,1,Sunrise,"[]",OVA,2009,4.07
943,Kidou Senshi Gundam 00 Special Edition II: End of World,1,Sunrise,"[]",OVA,2009,4.07
944,Hadashi no Gen,1,MADHOUSE,"['Based on a Manga', 'Drama', 'Historical', 'World War 2']",Movie,1983,4.07
945,Barefoot Gen,1,MADHOUSE,"['Based on a Manga', 'Drama', 'Historical', 'World War 2']",Movie,1983,4.07
946,Inu x Boku SS Special,1,,"[]",DVD Special,2012,4.07
947,Maria Watches Over Us 3rd,5,Studio Deen,"['Based on a Light Novel', 'Drama', 'School Life', 'Shoujo-ai']",OVA,2006,4.07
948,Maria-sama ga Miteru 3rd,5,Studio Deen,"['Based on a Light Novel', 'Drama', 'School Life', 'Shoujo-ai']",OVA,2006,4.07
949,Mobile Suit Gundam: Iron-Blooded Orphans,4+,Sunrise,"['Mecha', 'Sci Fi']",TV,2015,4.07
950,Gundam: Iron-Blooded Orphans,4+,Sunrise,"['Mecha', 'Sci Fi']",TV,2015,4.07
951,Strike Witches Movie,1,AIC,"[]",Movie,2012,4.06
952,High School DxD BorN,12,TNK,"['Action', 'Based on a Light Novel', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Nudity', 'School Life', 'Sexual Content']",TV,2015,4.06
953,Shakugan no Shana III,24,J.C.Staff,"['Action', 'Based on a Light Novel', 'Fantasy', 'Magic', 'Tsundere']",TV,2011,4.06
954,A Letter to Momo,1,Production I.G,"['Comedy', 'Coming of Age', 'Family Friendly', 'Fantasy', 'Japanese Mythology', 'Original Work']",Movie,2011,4.06
955,Momo e no Tegami,1,Production I.G,"['Comedy', 'Coming of Age', 'Family Friendly', 'Fantasy', 'Japanese Mythology', 'Original Work']",Movie,2011,4.06
956,Uchouten Kazoku,13,P.A. Works,"['Comedy', 'Fantasy', 'Slice of Life', 'Youkai']",TV,2013,4.06
957,The Eccentric Family,13,P.A. Works,"['Comedy', 'Fantasy', 'Slice of Life', 'Youkai']",TV,2013,4.06
958,Kore wa Zombie desu ka? (2012),1,Studio Deen,"['Comedy', 'Crossdressing', 'Ecchi', 'School Life', 'Zombies']",OVA,2012,4.06
959,Bleach,366,Studio Pierrot,"['Action', 'Based on a Manga', 'Shinigami', 'Shounen', 'Supernatural', 'Superpowers', 'Swordplay']",TV,2004,4.06
960,Seitokai Yakuindomo,13,GoHands,"['Based on a Manga', 'Comedy', 'Crude', 'Parody', 'School Life', 'Sexual Content']",TV,2010,4.06
961,Saint Seiya: The Hades Chapter - Inferno,12,Toei Animation,"['Action', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",OVA,2005,3.98
962,Knights of the Zodiac: The Hades Chapter - Inferno,12,Toei Animation,"['Action', 'Fantasy', 'Hand to Hand Combat', 'Sci Fi', 'Shounen', 'Superpowers', 'Violence']",OVA,2005,3.98
963,Meitantei Conan OVA 4: Conan to Kid to Crystal Mother,1,TMS Entertainment,"['Detectives', 'Thieves', 'Trains']",OVA,2004,3.98
964,Detective Conan OVA 4: Conan and Kid and Crystal Mother,1,TMS Entertainment,"['Detectives', 'Thieves', 'Trains']",OVA,2004,3.98
965,Kyoukai Senjou no Horizon II,13,Sunrise,"['Action', 'Based on a Light Novel', 'Ecchi', 'Sci Fi', 'War']",TV,2012,3.98
