id,title,category,brand,modelno,price,proddescrlong
790,lenovo gray 15.6 ideapad y560-064654yu laptop pc with intel core i7-740qm processor windows 7 home premium,laptop computers,lenovo,064654u,998.0,lenovo ideapad y560-064654yu laptop pc intel core i7-740qm processor 1.73ghz 6mb cache 4gb ddr3 system memory expandable up to 8gb gives you the power to handle the most power-hungry applications and tons of multimedia work 500gb sata hard drive store 333 000 photos 142 000 songs or 263 hours of hd video and more dual-layer dvd burner watch dvd movies on your computer read and write cds and dvds in multiple formats 10 100 1000baset ethernet 802.11b g n wi-fi connect to a broadband modem or a wired broadband router with wired ethernet or wirelessly connect to a wi-fi signal or hotspot with the 802.11b g n connection built right into your pc 15.6 backup dvd the first week you use the computer. what s in the box power supply and power cord 6-cell li-ion battery quick start guide and documentation to see the manufacturer s specifications for this product click here . to see a list of our pc accessories click here . trade in your used computer and electronics for more cash to spend at walmart. good for your wallet and the environment - click here .
791,chief manufacturing video conferencing plasma cart 42 - 61,electronics - general,chief manufacturing,ppcu,1031.2,cf1818this mount is designed specifically for presentations to provide mobile video conferencing and a streamlined solution. note shelf accessory must be ordered separately pas100 accessory shelf shown features presenter-friendly base reduces trip hazards adjustable display height integrated cable management includes four 4 swivel casters two with total-lock brakes exclusive q-latch mounting system secures the flat panel display with a lockable latch screen can be installed in portrait or landscape orientation pac400 accessory can be used to rotate without removing the screen pac140 q-clamp accessory included specifications screen height adjustment 45 - 59 in 2 increments 114.3 - 149.9 cm in 5.1 cm increments base dimensions wxd 42.38 x 29.75 107.7 x 75.6 cm color black weight capacity 200 lbs 90.7 kg chief warrants its products excluding electric gas cylinder and one-way bearing mechanisms to be free of defects in material and workmanship for 10 years. please note this item cannot be shipped to puerto rico about chief manufacturing for over a quarter of a century chief has been an industry leader in manufacturing total support solutions for presentation systems. chief s commitment to responding to growing industry needs is evident through a full line of mounts lifts and accessories for projectors and flat panels utilizing plasma and lcd technologies. chief is known for producing the original roll pitch and yaw adjustments in 1978 to make projector mount installation and registration quick and easy. today chief continues to provide innovative mount features including the first-ever seismic-rated lcd and plasma wall mounts. for the highest quality in av mounting no name is trusted more than chief. all chief products are designed and manufactured at chief s main headquarters in minnesota. most mounts will ship within 24-48 hours if you need your projector lcd or plasma mount fast give us a call need professional installation use the or the give us a call with any questions
792,kingston hyperx 2gb ddr2 desktop memory module,memory,kingston,khx6400d2/2g,34.82,kingston hyperx 2gb ddr2 desktop memory module memory size 2gb double-data-rate architecture programmable burst type differential clock inputs edge aligned data output center aligned data output high performance heat spreader
793,vantec 3.5 ide to usb 2.0 nexstar 3 hard drive enclosure onyx black,electronics - general,vantec,nst-360u2-bk,30.23,vantec 3.5 ide color onyx black
794,pc treasures retractable mighty mini mouse navy,mice,pc treasures,07221,9.88,pc treasures retractable mighty mini mouse 800dpi precision plug-and-play simplicity retractable cord power and usb connectivity color navy
795,bic soft feel retractable ball pen blue 1-dozen 2-pack,electronics - general,,,10.12,bic soft feel retractable ball pen box of 1 dozen ballpoint pens blue ink soft feel barrel non-slip grip convenient click-action medium point non-refillable
796,aluratek plug-less usb charging station,phone accessories,aluratek,aucs01f,19.99,aluratek plug-less usb charging station supports all smartphones supports all ipods and mp3 players built-in circuit protection
797,arkon cmp114 camera mount for windshield,dvd accessories,arkon,cmp114,10.98,arkon cmp114 camera mount for windshield for windshield or dashboard ideal for use with photography or video recorder compatible with most lightweight cameras or video recorders includes travel mount mini windshield suction pedestal and circular adhesive dashboard mounting disc
798,boss audio 586ck - 1-din cd receiver with two 6.5 speakers,car stereos,boss,586ck,98.0,boss 586ck cd am fm receiver with 2 x 6.5 speakers plays cd am fm cd-r and cd-rw 40w x 4 max power output compatible with audio output of ipod and other mp3 players front panel aux-in rca outputs active black matrix display
799,sanus full motion wall mount for small flat panel screens in silver - 8 max extension 13 - 27 screens,furniture,sanus,,65.99,sy1224 features virtual axis technology offers effortless tilt motion without the use of tools lateral roll adjustment ensures tv is perfectly level after hanging durable powder-coated finish complements today s av gear easy to install includes all hardware color black specifications fits screens 13 - 27 33.02 - 68.58 cm max weight capacity 45 lbs 20.41 kg mounting pattern 75 mm x 75 mm 100 mm x 100 mm max extension 8 7.62 cm tilt range 15 -15 swivel 90 -90 pan 90 -90 roll 1 -1
800,diamond multimedia stealth ati radeon 9250 256mb pci video card,electronics - general,diamond multimedia,s9250pci256sb,59.0,best performing graphics card for the money superior image quality for a variety of digital applications such as viewing digital photos streaming video and gaming digital video support for single and multi-displays on a vga monitor flat panel and tv screen a four pixel shader pipeline architecture and up to 256mb of ddr memory for fast action graphics driven by catalyst driver software suite for the most in stability and reliability charisma engine ii - four parallel rendering pipelines process up to 1.1 billion pixels per second high performance 2nd generation hardware smartshader technology - full support for directx 8.1 programmable pixel and vertex shaders in hardware 1.4 pixel shaders support up to 22 instructions and up to 6 textures per rendering pass many additional advanced features for better gaming 400mhz dual integrated dacs with 10-bit per channel palette integrated dvi-compliant 165mhz tmds transmitter integrated tv-out support up to 1024x768 resolution general features - comprehensive 4x and 8x agp support windows logo program compliant optimized for pentium 4 sse2 and amd athlon 3dnow processor instructions highly optimized 128-bit 2d engine with support for new windows xp gdi extensions
