Sno,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time
2036,iTunes Session,$5.99 ,Ryan Adams,"   2012 PaxAmericana Recording Company Under Exclusive License to Capitol Records. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records, LLC, 1750 North Vine Street, Hollywood, CA 90028.",4,"Rock,Music",$1.29 ,24-Apr-12,My Winding Wheel (iTunes Session),3:34
2037,iTunes Session,$5.99 ,Ryan Adams,"   2012 PaxAmericana Recording Company Under Exclusive License to Capitol Records. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records, LLC, 1750 North Vine Street, Hollywood, CA 90028.",4,"Rock,Music",$1.29 ,24-Apr-12,My Winding Wheel (iTunes Session),3:34
2038,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2039,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2040,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2041,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2042,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2043,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2044,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2045,Voices - EP,$2.49 ,Chris Young, 2010 Sony Music Entertainment,4.68844,"Country,Music",$1.29 ,25-May-10,Chiseled In Stone,3:57
2046,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
2047,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
2048,NOW That's What I Call Country Ballads,$9.99 ,Alan Jackson," Compilation   2012 NOW Joint Venture. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Manufactured by Capitol Catalog, 1750 North Vine Street, Hollywood, CA 90028.",4.8,"Country,Music",Album Only,24-Jan-12,Remember When,4:32
2049,"NOW That's What I Call Country, Vol. 6",$9.99 ,Easton Corbin," 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.23958,"Country,Music",Album Only,11-Jun-13,Lovin' You Is Fun,3:19
2050,"NOW That's What I Call Country, Vol. 5",$9.99 ,Dierks Bentley," 2012 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS, INC.",4.18462,"Country,Music",Album Only,12-Jun-12,Home,3:58
2051,"Now That's What I Call Country, Vol. 4",$9.99 ,George Strait," 2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS, INC.",4.27119,"Country,Music",Album Only,14-Jun-11,The Breath You Take,3:34
2052,Bandits (Music from the Motion Picture),$9.99 ,Chris Young, 2001 Sony Music Entertainment Inc.,3.625,"Soundtrack,Music",Album Only,9-Oct-01,Bandits Suite,7:16
2053,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
2054,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
2055,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
2056,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
2057,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
2058,Chris Young,$9.99 ,Chris Young, 2006 Sony Music Entertainment,4.75,"Country,Music,Rock,Southern Rock,Honky Tonk,Urban Cowboy,Contemporary Country",$0.99 ,26-Sep-06,Who's Gonna Take Me Home,3:02
2059,Country Hits,$24.99 ,Jason Aldean, This compilation (P) 2007 SONY BMG MUSIC ENTERTAINMENT,4.27273,"Country,Music",$1.29 ,13-Nov-07,Laughed Until We Cried,3:21
2060,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
2061,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
2062,The Man I Want to Be,$9.99 ,Chris Young, 2009 Sony Music Entertainment,4.7621,"Country,Music,Contemporary Country",$0.99 ,27-Aug-09,Rainy Night In Georgia,4:13
2063,Voices - EP,$2.49 ,Chris Young, 2010 Sony Music Entertainment,4.68844,"Country,Music",$1.29 ,25-May-10,Chiseled In Stone,3:57
2064,Voices - EP,$2.49 ,Chris Young, 2010 Sony Music Entertainment,4.68844,"Country,Music",$1.29 ,25-May-10,Chiseled In Stone,3:57
2065,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2066,Willow Lane - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,3.85714,"Rock,Music",$1.29 ,31-Jul-15,Red Hot Blues,3:13
2067,Ashes & Fire,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,5,"Alternative,Music,Rock,Adult Alternative,Country,Alternative Country,Americana,Singer/Songwriter,Contemporary Singer/Songwriter",$1.29 ,30-Sep-14,Till I Found You (Bonus Track),4:19
2068,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2069,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2070,Bad Blood - Single,$1.29 ,Ryan Adams, 2015 PaxAmericana Recording Company Under Exclusive License To Blue Note Records,2.77778,"Rock,Music,Pop",$1.29 ,18-Sep-15,Bad Blood,3:55
2071,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2072,"1984 (Paxam Singles Series, Vol. 1)",$6.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.27778,"Rock,Music",$0.99 ,28-Aug-14,"Look In the Mirror (Paxam Singles Series, Vol. 1)",1:56
2073,Easy Tiger,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",5,"Rock,Music,Country,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter,Alternative Country",$1.29 ,26-Jun-07,I Taught Myself How To Grow Old,3:18
2074,Ashes & Fire,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,5,"Alternative,Music,Rock,Adult Alternative,Country,Alternative Country,Americana,Singer/Songwriter,Contemporary Singer/Songwriter",$1.29 ,30-Sep-14,Till I Found You (Bonus Track),4:19
2075,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2076,Blue Light - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,4.66667,"Rock,Music",$1.29 ,31-Mar-15,I Lost My F*****g Mind,2:53
2077,Willow Lane - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,3.85714,"Rock,Music",$1.29 ,31-Jul-15,Red Hot Blues,3:13
2078,Demolition,$9.99 ,Ryan Adams," 2002 UMG Recordings, Inc.",4.33803,"Rock,Music,Country,Singer/Songwriter,Alternative Country,Adult Alternative",$1.29 ,9-Sep-02,Jesus (Don't Touch My Baby),5:09
2079,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2080,Rock N Roll,$5.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.83333,"Rock,Music,Adult Alternative",$1.29 ,4-Nov-03,The Drugs Not Working,5:32
2081,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2082,Do You Laugh When You Lie? - Single,$2.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.76923,"Rock,Music",$1.29 ,9-Dec-14,I'm In Love With You,2:21
2083,I Do Not Feel Like Being Good - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,5,"Rock,Music",$1.29 ,28-Apr-15,In the Dark,2:38
2084,Demolition,$9.99 ,Ryan Adams," 2002 UMG Recordings, Inc.",4.33803,"Rock,Music,Country,Singer/Songwriter,Alternative Country,Adult Alternative",$1.29 ,9-Sep-02,Jesus (Don't Touch My Baby),5:09
2085,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2086,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2087,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2088,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2089,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2090,Burn In the Night - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,4.5,"Rock,Music",$1.29 ,23-Jun-15,Look In the Mirror,0:58
2091,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2092,Easy Tiger,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",5,"Rock,Music,Country,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter,Alternative Country",$1.29 ,26-Jun-07,I Taught Myself How To Grow Old,3:18
2093,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2094,Rock N Roll,$5.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.83333,"Rock,Music,Adult Alternative",$1.29 ,4-Nov-03,The Drugs Not Working,5:32
2095,Easy Tiger,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",5,"Rock,Music,Country,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter,Alternative Country",$1.29 ,26-Jun-07,I Taught Myself How To Grow Old,3:18
2096,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2097,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2098,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2099,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2100,iTunes Session,$5.99 ,Ryan Adams,"   2012 PaxAmericana Recording Company Under Exclusive License to Capitol Records. All rights reserved. Unauthorized reproduction is a violation of applicable laws.  Manufactured by Capitol Records, LLC, 1750 North Vine Street, Hollywood, CA 90028.",4,"Rock,Music",$1.29 ,24-Apr-12,My Winding Wheel (iTunes Session),3:34
2101,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2102,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2103,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2104,Rock N Roll,$5.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.83333,"Rock,Music,Adult Alternative",$1.29 ,4-Nov-03,The Drugs Not Working,5:32
2105,29,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",5,"Country,Music,Alternative Country,Rock,Adult Alternative,Americana",$1.29 ,30-Sep-14,Voices,5:07
2106,Ashes & Fire,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,5,"Alternative,Music,Rock,Adult Alternative,Country,Alternative Country,Americana,Singer/Songwriter,Contemporary Singer/Songwriter",$1.29 ,30-Sep-14,Till I Found You (Bonus Track),4:19
2107,Demolition,$9.99 ,Ryan Adams," 2002 UMG Recordings, Inc.",4.33803,"Rock,Music,Country,Singer/Songwriter,Alternative Country,Adult Alternative",$1.29 ,9-Sep-02,Jesus (Don't Touch My Baby),5:09
2108,The Slaughter Rule (Soundtrack from the Motion Picture),$9.99 ,Pernice Brothers, 2003 Bloodshot Records,4.71429,"Soundtrack,Music,Country",$0.99 ,4-Mar-03,Will There Be Any Stars in My Crown?,4:57
2109,29,$9.99 ,Ryan Adams," 2005 UMG Recordings, Inc.",3.99,"Rock,Music,Country,Americana,Alternative Country,Adult Alternative,Singer/Songwriter",$1.29 ,20-Dec-05,Voices,4:53
2110,Sweet Home Alabama (Original Motion Picture Soundtrack),$9.99 ,George Fenton," 2002 Hollywood Records, Inc.",3.48408,"Soundtrack,Music",$1.29 ,2002,Felony Melanie - Sweet Home Alabama Suite (Score),5:02
2111,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2112,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2113,Heartbreaker,$9.99 ,Ryan Adams, 2000 Pax Am Records,4.5862,"Singer/Songwriter,Music,Rock,Southern Rock,Country,Adult Alternative,American Trad Rock,Americana,Alternative Country",$0.99 ,5-Sep-00,Sweet Lil' Gal (23rd/1st),3:38
2114,Ryan Adams,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records.,4.14953,"Rock,Music,Singer/Songwriter,Contemporary Singer/Songwriter,Adult Alternative,Country,Alternative Country,Americana",$1.29 ,9-Sep-14,Let Go,3:43
2115,"Jacksonville (Paxam Single Series, Vol. 2) - Single",$2.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.57895,"Rock,Music",$1.29 ,16-Sep-14,"Walkedypants (Paxam Single Series, Vol. 2)",2:41
2116,Easy Tiger,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",5,"Rock,Music,Country,Adult Alternative,Singer/Songwriter,Contemporary Singer/Songwriter,Alternative Country",$1.29 ,26-Jun-07,I Taught Myself How To Grow Old,3:18
2117,Gold,$7.99 ,Ryan Adams," 2014 UMG Recordings, Inc.",4.95238,"Rock,Music",$1.29 ,30-Sep-14,"Goodnight, Hollywood Blvd.",3:24
2118,No Shadow - Single,$2.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.33333,"Rock,Music",$1.29 ,13-Jan-15,Stoned Alone,1:18
2119,Blue Light - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,4.66667,"Rock,Music",$1.29 ,31-Mar-15,I Lost My F*****g Mind,2:53
2120,Blue Light - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,4.66667,"Rock,Music",$1.29 ,31-Mar-15,I Lost My F*****g Mind,2:53
2121,I Do Not Feel Like Being Good - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,5,"Rock,Music",$1.29 ,28-Apr-15,In the Dark,2:38
2122,I Do Not Feel Like Being Good - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,5,"Rock,Music",$1.29 ,28-Apr-15,In the Dark,2:38
2123,Burn In the Night - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,4.5,"Rock,Music",$1.29 ,23-Jun-15,Look In the Mirror,0:58
2124,Burn In the Night - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,4.5,"Rock,Music",$1.29 ,23-Jun-15,Look In the Mirror,0:58
2125,Willow Lane - Single,$2.99 ,Ryan Adams, 2015 PaxAmericana Recording Company,3.85714,"Rock,Music",$1.29 ,31-Jul-15,Red Hot Blues,3:13
2126,Demolition,$9.99 ,Ryan Adams," 2002 UMG Recordings, Inc.",4.33803,"Rock,Music,Country,Singer/Songwriter,Alternative Country,Adult Alternative",$1.29 ,9-Sep-02,Jesus (Don't Touch My Baby),5:09
2127,Demolition,$9.99 ,Ryan Adams," 2002 UMG Recordings, Inc.",4.33803,"Rock,Music,Country,Singer/Songwriter,Alternative Country,Adult Alternative",$1.29 ,9-Sep-02,Jesus (Don't Touch My Baby),5:09
2128,Demolition,$9.99 ,Ryan Adams," 2002 UMG Recordings, Inc.",4.33803,"Rock,Music,Country,Singer/Songwriter,Alternative Country,Adult Alternative",$1.29 ,9-Sep-02,Jesus (Don't Touch My Baby),5:09
2129,Demolition,$9.99 ,Ryan Adams," 2002 UMG Recordings, Inc.",4.33803,"Rock,Music,Country,Singer/Songwriter,Alternative Country,Adult Alternative",$1.29 ,9-Sep-02,Jesus (Don't Touch My Baby),5:09
2130,Rock N Roll,$5.99 ,Ryan Adams," 2003 UMG Recordings, Inc.",4.66667,"Rock,Music,Country,Singer/Songwriter,Adult Alternative",$1.29 ,11-Nov-03,The Drugs Not Working,5:32
2131,29,$9.99 ,Ryan Adams," 2005 UMG Recordings, Inc.",3.99,"Rock,Music,Country,Americana,Alternative Country,Adult Alternative,Singer/Songwriter",$1.29 ,20-Dec-05,Voices,4:53
2132,29,$9.99 ,Ryan Adams," 2005 UMG Recordings, Inc.",3.99,"Rock,Music,Country,Americana,Alternative Country,Adult Alternative,Singer/Songwriter",$1.29 ,20-Dec-05,Voices,4:53
2133,"Californication, Season 6 (Music From the Showtime Series)",$9.99 ,Beth Hart, 2013 Entertainment One,4.625,"Soundtrack,Music,Rock",$1.29 ,15-Jan-13,My California,4:37
2134,Ashes & Fire,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,5,"Alternative,Music,Rock,Adult Alternative,Country,Alternative Country,Americana,Singer/Songwriter,Contemporary Singer/Songwriter",$1.29 ,30-Sep-14,Till I Found You (Bonus Track),4:19
2135,Ashes & Fire,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,5,"Alternative,Music,Rock,Adult Alternative,Country,Alternative Country,Americana,Singer/Songwriter,Contemporary Singer/Songwriter",$1.29 ,30-Sep-14,Till I Found You (Bonus Track),4:19
2136,Ashes & Fire,$7.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,5,"Alternative,Music,Rock,Adult Alternative,Country,Alternative Country,Americana,Singer/Songwriter,Contemporary Singer/Songwriter",$1.29 ,30-Sep-14,Till I Found You (Bonus Track),4:19
2137,Vampires (Paxam Singles Series Volume 3) - EP,$3.49 ,Ryan Adams, 2014 PaxAmericana Recording Company,3.27273,"Rock,Music,Adult Alternative",$1.29 ,27-Oct-14,Suburbia,2:23
2138,Vampires (Paxam Singles Series Volume 3) - EP,$3.49 ,Ryan Adams, 2014 PaxAmericana Recording Company,3.27273,"Rock,Music,Adult Alternative",$1.29 ,27-Oct-14,Suburbia,2:23
2139,Vampires (Paxam Singles Series Volume 3) - EP,$3.49 ,Ryan Adams, 2014 PaxAmericana Recording Company,3.27273,"Rock,Music,Adult Alternative",$1.29 ,27-Oct-14,Suburbia,2:23
2140,Vampires (Paxam Singles Series Volume 3) - EP,$3.49 ,Ryan Adams, 2014 PaxAmericana Recording Company,3.27273,"Rock,Music,Adult Alternative",$1.29 ,27-Oct-14,Suburbia,2:23
2141,Do You Laugh When You Lie? - Single,$2.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.76923,"Rock,Music",$1.29 ,9-Dec-14,I'm In Love With You,2:21
2142,Do You Laugh When You Lie? - Single,$2.99 ,Ryan Adams, 2014 PaxAmericana Recording Company,4.76923,"Rock,Music",$1.29 ,9-Dec-14,I'm In Love With You,2:21
