ID,Title,UsedPrice,NewPrice,Author,ISBN10,ISBN13,Publisher,Publication_Date,Pages,Dimensions
HC0542,Hoops,$3.98,,Walter Dean Myers,0440938848,9780440938842,Laurel Leaf Library,"Mar. 15th, 1983",192,3.75 x 7.28 x 0.53 inches
HC0543,A Wrinkle in Time,$5.79,$10.70,Madeleine L'Engle,1250004675,9781250004673,Square Fish,"Jan. 31st, 2012",236,5.50 x 8.50 x 1.50 inches
HC0544,The Hobbit,$9.09,$17.11,J. R. R. Tolkien,0395520215,9780395520215,Houghton Mifflin Harcourt (HMH),"Oct. 30th, 1989",304,7.84 x 10.00 x 0.94 inches
HC0545,The Juvie Three,$3.98,$9.86,Gordon Korman,1423101626,9781423101628,Hyperion Books,"Jan. 1st, 2010",249,5.10 x 7.40 x 0.80 inches
HC0546,The Grimm Legacy,$3.98,$9.27,Polly Shulman,0142419044,9780142419045,Puffin Books,"Jul. 7th, 2011",336,5.12 x 7.71 x 0.94 inches
HC0547,Bruiser,$6.87,$10.64,Neal Shusterman,0061134104,9780061134104,Harper Teen,"Oct. 4th, 2011",328,5.30 x 7.90 x 1.00 inches
HC0548,Bridge to Terabithia,$5.79,$8.43,Katherine Paterson,0060734019,9780060734015,HarperTrophy,"Dec. 28th, 2004",191,4.10 x 6.60 x 0.60 inches
HC0549,Othello(Oxford School Shakespeare),$6.62,$10.70,William Shakespeare,0198328737,9780198328735,"Oxford University Press, USA","May. 1st, 2009",174,6.60 x 8.40 x 0.50 inches
HC0550,Chanda's Secrets,$3.98,$13.63,Allan Stratton,1550378341,9781550378344,Annick Press,"Mar. 6th, 2004",193,5.02 x 7.59 x 0.41 inches
HC0551,Killer(Pretty Little Liars (Quality)),$8.98,,Sara Shepard,0061566136,9780061566134,Harper Teen,"Jan. 19th, 2010",321,5.32 x 8.06 x 0.86 inches
HC0552,Scat,$3.98,$8.97,Carl Hiaasen,0440421047,9780440421047,Yearling Books,"Feb. 28th, 2012",400,5.27 x 7.60 x 0.97 inches
HC0553,Slam!,$5.98,$9.65,Walter Dean Myers,0545055741,9780545055741,Scholastic Paperbacks,"May. 1st, 2008",266,5.15 x 7.05 x 0.62 inches
HC0554,The Final Warning(Maximum Ride (Quality)),$3.98,$10.71,James Patterson,0316002879,9780316002875,"Little, Brown Young Readers","Sep. 1st, 2008",256,5.28 x 7.56 x 0.81 inches
HC0555,A Living Nightmare(Cirque Du Freak: Saga of Darren Shan (Paperback)),$5.79,$10.59,Darren Shan,0316605107,9780316605106,"Little, Brown Books for Young Readers","Jun. 1st, 2002",272,5.50 x 8.30 x 0.80 inches
HC0556,Rock Jaw(Bone Reissue Graphic Novels (Paperback)),$5.79,$12.37,Jeff Smith,043970636X,9780439706360,Graphix,"Feb. 1st, 2007",116,6.04 x 8.98 x 0.40 inches
HC0557,All the Broken Pieces,$3.98,$9.80,Ann E. Burg,0545080932,9780545080934,Scholastic Paperbacks,"Mar. 1st, 2012",218,5.20 x 7.40 x 0.80 inches
HC0558,Anna Dressed in Blood,$5.48,$11.00,Kendare Blake,0765328674,9780765328670,Tor Books,"Jul. 3rd, 2012",316,5.50 x 8.23 x 0.85 inches
HC0559,Hero,$3.98,$8.71,Mike Lupica,0142419605,9780142419601,Puffin Books,"Jul. 12th, 2011",304,5.51 x 8.45 x 0.83 inches
HC0560,The Iron Daughter(Iron Fey - Trilogy),$3.98,$10.70,Julie Kagawa,0373210132,9780373210138,Harlequin,"Aug. 1st, 2010",359,5.40 x 8.20 x 1.10 inches
HC0561,Plague(Gone (Paper)),$5.79,$10.86,Michael Grant,0061449148,9780061449147,Katherine Tegen Books,"Apr. 3rd, 2012",492,5.30 x 7.90 x 1.40 inches
HC0562,The Toothpaste Millionaire,$4.48,$9.16,Jean Merrill,0618759255,9780618759255,Bank Street Press,"Sep. 1st, 2006",129,5.40 x 8.20 x 0.40 inches
HC0563,Warriors: Power of Three Box Set(Warriors: Power of Three (Paperback)),$44.44,$47.40,Erin Hunter,0061957054,9780061957055,HarperCollins,"Sep. 28th, 2010",129,5.40 x 7.80 x 4.60 inches
HC0564,Boy Meets Boy,$3.98,$9.97,David Levithan,0375832998,9780375832994,Alfred A. Knopf Books for Young Readers,"May. 10th, 2005",185,5.21 x 8.09 x 0.43 inches
HC0565,Downsiders,$3.98,$8.69,Neal Shusterman,0689839693,9780689839696,Simon Pulse,"Feb. 1st, 2001",256,4.24 x 7.08 x 0.70 inches
HC0566,The Iron Knight(Iron Fey - Trilogy),$7.59,$10.94,Julie Kagawa,0373210361,9780373210367,Harlequin Teen,"Oct. 25th, 2011",394,5.30 x 8.20 x 1.20 inches
HC0567,"Lucky Star, Volume 1(Lucky Star (Bandai))",$26.62,$153.99,Kagami Yoshimizu,1604961120,9781604961126,Bandai Entertainment,"Jun. 30th, 2009",149,5.70 x 8.10 x 0.50 inches
HC0568,Witch & Wizard(Witch),$3.98,$7.09,James Patterson,0316101753,9780316101752,Little Brown and Company,"Oct. 30th, 2012",384,
HC0569,The Eternity Code(Artemis Fowl (Quality)),$3.98,$9.98,Eoin Colfer,1423124537,9781423124535,Hyperion Books,"Jul. 1st, 2009",309,5.10 x 7.50 x 1.00 inches
HC0570,My Mother the Cheerleader,$3.98,$10.70,Robert Sharenow,0061148989,9780061148989,Harper Teen,"Jan. 27th, 2009",288,5.36 x 8.06 x 0.80 inches
HC0571,This Is Not a Test,$4.98,$11.29,Courtney Summers,0312656742,9780312656744,St. Martin's Griffin,"Jun. 19th, 2012",326,5.52 x 8.27 x 1.01 inches
HC0572,Great Source Math on Call,$5.79,$35.46,Great Source Education Group,0669508195,9780669508192,Great Source,"Jul. 2nd, 2003",480,6.58 x 9.22 x 0.62 inches
HC0573,The Anxiety Workbook for Teens,$12.93,$14.35,Lisa M. Schab,1572246030,9781572246034,New Harbinger Publications,"Apr. 1st, 2008",192,7.90 x 10.02 x 0.42 inches
HC0574,Mr. Tucket(Tucket Adventures (Paperback)),$3.98,$8.49,Gary Paulsen,0440411335,9780440411338,Yearling Books,"Nov. 1st, 1995",192,5.28 x 7.68 x 0.47 inches
HC0575,Downriver,$7.91,$8.11,Will Hobbs,1442445475,9781442445475,Atheneum Books for Young Readers,"Jul. 10th, 2012",198,5.30 x 7.67 x 0.57 inches
HC0576,Skyclan's Destiny(Warriors (Avon Paperback)),$3.98,$9.21,Erin Hunter,0061699969,9780061699962,HarperCollins,"Apr. 26th, 2011",462,5.26 x 7.64 x 1.15 inches
HC0577,Angel [With Poster](Maximum Ride (Quality)),$7.31,$10.46,James Patterson,0316038326,9780316038324,Little Brown and Company,"Feb. 7th, 2012",291,5.30 x 7.60 x 1.20 inches
HC0578,Jackie & Me(Baseball Card Adventures (Paperback)),$3.98,$7.72,Dan Gutman,0380800845,9780380800841,HarperCollins,"Feb. 2nd, 2000",160,4.98 x 7.84 x 0.37 inches
HC0579,Unexpected Twist(Go-For-Gold Gymnasts),$5.48,$168.77,Dominique Moceanu,1423136586,9781423136583,Hyperion Books,"Jun. 19th, 2012",210,5.26 x 7.59 x 0.68 inches
HC0580,Through My Eyes,$3.98,$11.78,Linda Kranz,0873587154,9780873587150,Rising Moon (Nrl),"Jul. 1st, 1998",128,7.02 x 8.93 x 0.39 inches
HC0581,Half-Blood(Covenant),$10.14,$10.60,Jennifer L. Armentrout,0983157200,9780983157205,Spencer Hill Press,"Oct. 15th, 2011",281,6.00 x 8.90 x 0.90 inches
HC0582,Pandemonium,$6.06,$7.84,Lauren Oliver,0061978078,9780061978074,HarperCollins,"Jan. 22nd, 2013",400,
HC0583,Stopping the Pain,$15.41,$15.41,Lawrence E. Shapiro,1572246022,9781572246027,Instant Help Books,"Mar. 1st, 2008",168,7.96 x 9.83 x 0.35 inches
HC0584,Stuck in Neutral,$5.79,$9.83,Terry Trueman,0064472132,9780064472135,Harper Teen,"Oct. 9th, 2001",144,5.76 x 6.41 x 0.30 inches
HC0585,Eagle Strike(Alex Rider Adventures (Paperback)),$3.98,$9.92,Anthony Horowitz,0142406139,9780142406137,Puffin Books,"Feb. 16th, 2006",322,5.86 x 7.76 x 1.15 inches
HC0586,The Awakening and the Struggle(Vampire Diaries (Quality)),$3.98,$10.87,L. J. Smith,006114097X,9780061140976,Harper Teen,"Jan. 1st, 2007",492,5.30 x 8.06 x 1.23 inches
HC0587,The Music of Dolphins(Apple Signature Edition),$3.98,$8.25,Karen Hesse,0590897985,9780590897983,Scholastic,"Feb. 1st, 1998",181,5.24 x 7.80 x 0.55 inches
HC0588,Everybody Sees the Ants,$7.67,$7.78,A. S. King,0316129275,9780316129275,"Little, Brown Books for Young Readers","Sep. 18th, 2012",320,
HC0589,Dark Life(Dark Life),$3.98,$8.95,Kat Falls,0545178150,9780545178150,Scholastic Paperbacks,"Feb. 1st, 2011",297,5.30 x 7.50 x 0.70 inches
HC0590,Tiger Eyes,$3.98,$10.32,Judy Blume,0385739893,9780385739894,Delacorte Press Books for Young Readers,"Apr. 13th, 2010",217,5.30 x 8.10 x 0.50 inches
HC0591,Shift,$3.98,$6.85,Jennifer Bradbury,1442408529,9781442408524,Atheneum Books for Young Readers,"Apr. 3rd, 2012",245,5.56 x 8.24 x 0.77 inches
HC0592,Surviving Hitler,$5.79,$8.49,Andrea Warren,0060007672,9780060007676,HarperCollins,"Sep. 17th, 2002",160,7.16 x 9.03 x 0.43 inches
HC0593,Under the Blood-Red Sun,$5.79,$116.50,Graham Salisbury,0553494872,9780553494877,Laurel Leaf Library,"Apr. 26th, 2005",246,4.18 x 6.96 x 0.73 inches
HC0594,"The New Nation, 1789-1850(History of US (Paperback))",$7.98,$15.63,Joy Hakim,0195327187,9780195327182,"Oxford University Press, USA","Feb. 4th, 2007",199,7.60 x 9.04 x 0.41 inches
HC0595,Monster High 3(Monster High (Paperback)),$3.98,$8.44,Lisi Harrison,0316186686,9780316186681,Poppy Books,"Oct. 2nd, 2012",272,
HC0596,Glass,$3.98,,Ellen Hopkins,141694091X,9781416940913,Simon Pulse,"Apr. 7th, 2009",681,5.06 x 7.04 x 1.91 inches
HC0597,Harris and Me,$3.98,$8.45,Gary Paulsen,015205880X,9780152058807,Harcourt Paperbacks,"Mar. 1st, 2007",157,5.03 x 7.54 x 0.43 inches
HC0598,"Ties That Bind, Ties That Break",$3.98,$8.43,Lensey Namioka,0440415993,9780440415992,Laurel Leaf Library,"Nov. 14th, 2000",160,4.13 x 6.84 x 0.45 inches
HC0599,Ghost Circles(Bone Reissue Graphic Novels (Paperback)),$3.98,$12.63,Jeff Smith,0439706343,9780439706346,Graphix,"Feb. 1st, 2008",150,6.36 x 9.04 x 0.49 inches
HC0600,"Good Night, Mr. Tom",$3.98,$9.26,Michelle Magorian,006440174X,9780064401746,HarperTrophy,"Nov. 13th, 1986",336,5.10 x 7.60 x 0.80 inches
HC0601,The Wonderful Wizard of Oz,$3.98,$7.94,L. Frank Baum,0451530292,9780451530295,Signet Classics,"Oct. 3rd, 2006",240,4.24 x 7.00 x 0.64 inches
HC0602,Weedflower,$3.98,$9.16,Cynthia Kadohata,1416975667,9781416975663,Aladdin Paperbacks,"Jan. 27th, 2009",260,5.16 x 7.63 x 0.72 inches
HC0603,Chomp,$3.98,$9.05,Carl Hiaasen,0375868275,9780375868276,Ember,"Mar. 12th, 2013",304,
HC0604,Lockdown(Escape from Tenopia),$5.79,$11.31,Alexander Gordon Smith,0312611935,9780312611934,Square Fish,"Aug. 3rd, 2010",290,5.50 x 8.25 x 1.00 inches
HC0605,The Iron Queen(Iron Fey - Trilogy),$3.98,$10.72,Julie Kagawa,0373210183,9780373210183,Harlequin,"Jan. 25th, 2011",358,5.42 x 8.24 x 1.00 inches
HC0606,A Wind in the Door(Madeleine L'Engle's Time Quintet),$3.98,$8.47,Madeleine L'Engle,0312368542,9780312368548,Square Fish,"May. 1st, 2007",245,5.30 x 7.62 x 0.69 inches
HC0607,To Be a Slave,$3.98,$7.95,Julius Lester,0142403865,9780142403860,Puffin Books,"Jan. 1st, 2006",160,5.02 x 7.04 x 0.49 inches
HC0608,I Shall Wear Midnight(Discworld),$10.51,$10.71,Terry Pratchett,0061433063,9780061433061,HarperCollins,"Sep. 27th, 2011",368,5.20 x 7.80 x 1.10 inches
HC0609,Within Reach,$3.98,$9.19,Mark Pfetzer,0141304979,9780141304977,Puffin Books,"Jan. 1st, 2000",224,5.06 x 7.88 x 0.62 inches
HC0610,The Woman in Black,$3.98,$116.50,Susan Hill,1567921892,9781567921892,David R. Godine,"Dec. 31st, 2001",144,5.58 x 8.58 x 0.41 inches
HC0611,Perfectly Unique,$4.48,$12.35,Annie F. Downs,0310724341,9780310724346,Zondervan,"Sep. 4th, 2012",224,
HC0612,Whale Talk,$8.54,$10.69,Chris Crutcher,0061771317,9780061771316,Greenwillow Books,"Jun. 30th, 2009",298,5.30 x 6.98 x 0.69 inches
HC0613,Sing Down the Moon,$3.98,$6.09,Scott O'Dell,0440406730,9780440406730,Yearling Books,"Jul. 31st, 1992",144,5.33 x 7.62 x 0.40 inches
HC0614,Red Scarf Girl,$3.98,$9.85,Ji-Li Jiang,0061667714,9780061667718,Harper Teen,"Jun. 24th, 2008",285,4.30 x 6.78 x 0.69 inches
HC0615,Heat,$5.79,$8.61,Mike Lupica,0142407577,9780142407578,Puffin Books,"Mar. 1st, 2007",220,5.56 x 8.18 x 0.64 inches
HC0616,Nick & Norah's Infinite Playlist,$5.79,$9.95,Rachel Cohn,0375835334,9780375835339,Alfred A. Knopf,"Aug. 28th, 2007",183,5.32 x 7.96 x 0.43 inches
HC0617,Man Vs. Beast(Cherub),$5.79,$49.68,Robert Muchamore,1416927255,9781416927259,Simon Pulse,"Mar. 31st, 2007",327,4.20 x 7.04 x 0.88 inches
HC0618,The Greek Gods(Point),$5.79,$7.66,Bernard Evlsin,0590441108,9780590441100,Scholastic Paperbacks,"Jan. 1st, 1995",128,5.28 x 7.63 x 0.45 inches
HC0619,Artemis Fowl(Artemis Fowl (Quality)),$4.98,$9.99,Eoin Colfer,1423124944,9781423124948,Hyperion Books,"Aug. 1st, 2009",416,5.02 x 7.74 x 1.02 inches
HC0620,Shine,$3.98,$8.68,Lauren Myracle,1419701843,9781419701849,ABRAMS,"Feb. 1st, 2012",376,5.40 x 8.20 x 1.10 inches
HC0621,Fangirl,$3.98,$6.45,Ken Baker,0762443448,9780762443444,Running Press Kids,"Oct. 2nd, 2012",272,
HC0622,Sisterhood of the Traveling Pants(Sisterhood of the Traveling Pants (Paperback)),$6.48,$10.27,Ann Brashares,0385730586,9780385730587,Ember,"Mar. 11th, 2003",336,5.52 x 8.18 x 0.72 inches
HC0623,The Cage,$5.79,$8.69,Ruth Minsky Sender,068981321X,9780689813214,Simon Pulse,"Aug. 1st, 1997",256,4.17 x 7.06 x 0.67 inches
HC0624,Ray & Me(Baseball Card Adventures (Paperback)),$3.98,$7.73,Dan Gutman,0061234834,9780061234835,Harper,"Feb. 22nd, 2011",173,5.33 x 7.61 x 0.45 inches
HC0625,5 Minutes a Day,$3.98,$128.05,Freeman-Smith,1605871257,9781605871257,Freeman-Smith,Unknown,384,5.02 x 7.10 x 0.80 inches
HC0626,Warriors: Omen of the Stars #3(Warriors (Avon Paperback)),$3.98,$8.48,Erin Hunter,0061555177,9780061555176,HarperCollins,"Dec. 27th, 2011",368,5.10 x 7.50 x 0.90 inches
HC0627,Jellicoe Road,$10.63,$10.63,Melina Marchetta,0061431850,9780061431852,Harper Teen,"Mar. 9th, 2010",419,5.20 x 7.90 x 1.20 inches
HC0628,Skellig,$3.98,$8.44,David Almond,0440416027,9780440416029,Yearling Books,"Sep. 12th, 2000",192,5.18 x 7.60 x 0.52 inches
HC0629,Kiss My Math,$5.79,$14.78,Danica McKellar,0452295408,9780452295407,Plume Books,"Jun. 1st, 2009",331,6.04 x 9.01 x 0.76 inches
HC0630,The Lying Game(Lying Game (Paperback)),$5.79,$10.59,Sara Shepard,0061869716,9780061869716,Harper Teen,"Dec. 6th, 2011",307,5.32 x 7.94 x 0.89 inches
HC0631,Just Listen,$3.98,$10.17,Sarah Dessen,0142410977,9780142410974,Puffin Books,"Mar. 1st, 2008",371,5.98 x 8.22 x 1.07 inches
HC0632,The Call of the Wild(Scholastic Classics),$3.98,$6.88,Jack London,0439227143,9780439227148,Scholastic Paperbacks,"Jan. 1st, 2001",192,4.36 x 6.81 x 0.53 inches
HC0633,The Mad Scientists' Club Complete Collection,$21.19,$28.94,Bertrand R. Brinley,1930900511,9781930900516,Purple House Press,"Nov. 1st, 2010",619,6.07 x 8.96 x 1.64 inches
HC0634,The Thief(Thief of Eddis (Paperback)),$4.98,$8.47,Megan Whalen Turner,0060824972,9780060824976,Eos,"Dec. 27th, 2005",280,5.16 x 7.64 x 0.68 inches
HC0635,"Hang-Ups, Hook-Ups, and Holding Out(Girlology)",$3.98,$19.97,"Melisa, M.D. Holmes",0757305865,9780757305863,Health Communications,"Jun. 1st, 2007",274,6.11 x 8.91 x 0.68 inches
HC0636,Revolution,$3.98,$10.18,Jennifer Donnelly,0385737645,9780385737647,Ember,"Jul. 26th, 2011",471,5.58 x 8.19 x 1.12 inches
HC0637,Witch & Wizard(Witch),$5.79,$10.73,James Patterson,0316038350,9780316038355,Little Brown and Company,"Oct. 25th, 2011",400,5.53 x 8.27 x 1.04 inches
HC0638,The Reptile Room(Series of Unfortunate Events (Paperback)),$5.79,$8.44,Lemony Snicket,0061146315,9780061146312,HarperTrophy,"May. 8th, 2007",168,5.32 x 7.61 x 0.50 inches
HC0639,Pay the Piper,$3.98,$116.04,Jane Yolen,0765350416,9780765350411,Starscape Books,"Jun. 30th, 2006",192,5.26 x 7.62 x 0.52 inches
HC0640,Brian's Hunt,$5.79,$118.89,Gary Paulsen,0553494155,9780553494150,Laurel Leaf Library,"Oct. 31st, 2005",105,4.22 x 6.96 x 0.32 inches
HC0641,Children of the River(Laurel-Leaf Contemporary Fiction),$3.98,$8.44,Linda Crew,0440210224,9780440210221,Laurel Leaf Library,"Aug. 1st, 1991",224,4.17 x 6.99 x 0.61 inches
HC0642,Make Lemonade(Make Lemonade Trilogy),$3.98,$9.95,Virginia Euwer Wolff,0805080708,9780805080704,Henry Holt & Company,"May. 2nd, 2006",200,5.16 x 7.80 x 0.56 inches
HC0643,The Adventures of Tintin(Adventures of Tintin (Paperback)),$6.85,$11.44,Herge,0316358347,9780316358347,"Little, Brown Books for Young Readers","Jun. 30th, 1974",62,8.50 x 11.40 x 0.30 inches
HC0644,Kira-Kira,$3.98,$9.16,Cynthia Kadohata,0689856407,9780689856402,Aladdin Paperbacks,"Dec. 1st, 2006",244,5.16 x 7.65 x 0.73 inches
HC0645,Son of the Mob(Son of the Mob (Paperback)),$6.48,$9.87,Gordon Korman,0786815930,9780786815937,Hyperion Books for Children,"Aug. 9th, 2004",262,5.28 x 7.56 x 0.69 inches
HC0646,Le Petit Prince(Folio Junior),$7.23,$15.03,Antoine De Saint-Exupery,2070612759,9782070612758,Editions Gallimard,"Mar. 1st, 2007",113,5.27 x 7.35 x 0.31 inches
HC0647,Under the Blood-Red Sun,$5.79,,Graham Salisbury,0440411394,9780440411390,Yearling Books,"Nov. 1st, 1995",256,5.21 x 7.64 x 0.64 inches
HC0648,Things Not Seen,$3.98,$8.47,Andrew Clements,0142400769,9780142400760,Puffin Books,"Mar. 8th, 2004",251,5.04 x 7.86 x 0.66 inches
HC0649,The Dead of Night(Tomorrow),$12.92,$144.11,John Marsden,0439829119,9780439829113,Scholastic Paperbacks,"Jun. 1st, 2006",264,6.48 x 7.98 x 0.60 inches
HC0650,The Fourth Apprentice(Warriors (Avon Paperback)),$3.98,$8.48,Erin Hunter,0061555118,9780061555114,Harper,"Dec. 21st, 2010",368,5.26 x 7.56 x 0.82 inches
HC0651,Does My Head Look Big in This?,$5.98,$9.52,Randa Abdel-Fattah,043992233X,9780439922333,Scholastic Paperbacks,"Aug. 1st, 2008",360,5.34 x 8.02 x 0.80 inches
HC0652,The Goddess Legacy(Harlequin Teen),$3.98,$10.86,Aimee Carter,0373210752,9780373210756,Harlequin Teen,"Jul. 31st, 2012",395,5.40 x 8.10 x 1.20 inches
HC0653,Notes from the Midnight Driver,$3.98,$10.43,Jordan Sonnenblick,0439757819,9780439757812,Scholastic,"Oct. 1st, 2007",265,5.06 x 7.07 x 0.62 inches
HC0654,King of the Mild Frontier,$3.98,$10.59,Chris Crutcher,0060502517,9780060502515,Greenwillow Books,"Oct. 5th, 2004",260,5.40 x 7.98 x 0.66 inches
HC0655,A Boy at War,$5.79,$8.43,Harry Mazer,0689841604,9780689841606,Simon & Schuster Books for Young Readers,"Nov. 1st, 2002",112,5.10 x 7.50 x 0.40 inches
HC0656,The Compound,$6.11,$10.61,S. A. Bodeen,0312578601,9780312578602,Square Fish,"Sep. 1st, 2009",248,5.40 x 8.20 x 0.80 inches
HC0657,"The Astonishing Life of Octavian Nothing, Traitor to the Nation(Astonishing Life of Octavian Nothing, Traitor to the Nation)",$3.98,$11.60,M. T. Anderson,0763636797,9780763636791,Candlewick Press (MA),"Jan. 22nd, 2008",353,5.70 x 7.90 x 1.10 inches
HC0658,"Algebra, Grades 6-8",$9.09,$11.27,Spectrum,0769663060,9780769663067,Spectrum,"Feb. 15th, 2011",124,8.30 x 10.70 x 0.40 inches
HC0659,Julie of the Wolves,$4.48,$9.85,Jean Craighead George,0060540958,9780060540951,HarperTrophy,"Sep. 16th, 2003",201,4.26 x 6.74 x 0.56 inches
HC0660,"Love, Stargirl",$5.79,$8.91,Jerry Spinelli,0375856447,9780375856440,Alfred A. Knopf,"Apr. 28th, 2009",274,5.10 x 7.80 x 0.70 inches
HC0661,Burning for Revenge(Tomorrow),$12.22,$121.39,John Marsden,0439858038,9780439858038,Scholastic Paperbacks,"Dec. 1st, 2006",254,5.30 x 8.16 x 0.60 inches
HC0662,Burned(House of Night Novels (Paperback)),$5.79,$10.71,P. C. Cast,0312387962,9780312387969,St. Martin's Griffin,"Sep. 27th, 2011",323,5.58 x 8.32 x 0.89 inches
HC0663,"Adventurer's Wanted, Book 2(Adventurers Wanted (Mass Market))",$6.48,$8.98,M. L. Forman,1609089111,9781609089115,Shadow Mountain,"Jan. 24th, 2012",384,5.53 x 8.20 x 1.07 inches
HC0664,The Bar Code Tattoo(Point Thriller),$3.98,,Suzanne Weyn,0439395623,9780439395625,Scholastic Paperbacks,"Sep. 1st, 2004",256,4.18 x 6.84 x 0.73 inches
HC0665,Torment(Fallen (Quality) (Delacourte)),$3.98,$10.91,Lauren Kate,038573915X,9780385739153,Ember,"Jun. 14th, 2011",452,5.62 x 8.18 x 1.07 inches
HC0666,"I, Juan de Pareja",$3.98,$9.23,Elizabeth Borton de Trevino,0312380054,9780312380052,Square Fish,"Apr. 29th, 2008",180,5.42 x 7.60 x 0.55 inches
HC0667,Hope Was Here,$3.98,$8.61,Joan Bauer,0142404241,9780142404249,Speak,"May. 1st, 2005",186,5.00 x 7.60 x 0.60 inches
HC0668,The Chocolate War(Readers Circle (Delacorte)),$4.48,$9.22,Robert Cormier,0375829873,9780375829871,Alfred A. Knopf Books for Young Readers,"Sep. 14th, 2004",253,5.36 x 7.98 x 0.60 inches
HC0669,Sounder,$3.98,$8.49,William Howard Armstrong,0064400204,9780064400206,HarperTrophy,"Jun. 9th, 1995",128,5.24 x 7.38 x 0.30 inches
HC0670,The Adventures of Tintin(Adventures of Tintin (Paperback)),$8.98,$11.29,Herge,0316358460,9780316358460,"Little, Brown Books for Young Readers","Sep. 30th, 1976",62,8.64 x 11.60 x 0.19 inches
HC0671,Uglies,$28.45,$34.81,Scott Westerfeld,1442479396,9781442479395,Simon Pulse,"Aug. 21st, 2012",1600,9.01 x 7.51 x 4.40 inches
HC0672,Checking Your Grammar(Scholastic Guides (Paperback)),$3.98,$9.92,Marvin Terban,0590494554,9780590494557,Scholastic,"Aug. 1st, 1994",144,6.29 x 8.26 x 0.33 inches
HC0673,Clockwork Prince(Infernal Devices),$5.81,$8.00,Cassandra Clare,1416975896,9781416975892,Margaret K. McElderry Books,"Mar. 19th, 2013",528,
HC0674,Shakespeare's Secret,$3.98,$8.47,Elise Broach,0312371322,9780312371326,Square Fish,"Aug. 21st, 2007",258,5.21 x 7.69 x 0.74 inches
HC0675,The Name of the Star(Shades of London (Quality - Trilogy)),$5.79,$8.65,Maureen Johnson,0142422053,9780142422052,Speak,"Oct. 2nd, 2012",400,
HC0676,Ashes(Ashes (Quality - Trilogy)),$5.79,$10.99,Ilsa J. Bick,1606843850,9781606843857,Egmontusa,"Aug. 28th, 2012",496,5.10 x 7.80 x 1.10 inches
HC0677,Athletic Shorts,$3.98,$10.66,Chris Crutcher,0060507837,9780060507831,Greenwillow Books,"Nov. 5th, 2002",208,5.02 x 7.08 x 0.48 inches
HC0678,145th Street,$8.76,$11.27,Walter Dean Myers,0307976106,9780307976109,Ember,"Feb. 14th, 2012",151,5.53 x 8.21 x 0.38 inches
HC0679,Cut,$4.98,$9.59,Patricia McCormick,0545290791,9780545290791,Push,"May. 1st, 2011",168,5.00 x 6.90 x 0.50 inches
HC0680,Betrayed(House of Night Novels (Paperback)),$6.48,$10.61,P. C. Cast,0312360282,9780312360283,St. Martin's Griffin,"Oct. 2nd, 2007",310,5.49 x 8.25 x 0.85 inches
HC0681,Great Bear Lake(Seekers (Quality)),$3.98,$8.47,Erin Hunter,006087127X,9780060871277,HarperCollins,"Jan. 5th, 2010",301,6.90 x 7.64 x 0.72 inches
HC0682,Before I Die,$3.98,$9.89,Jenny Downham,0385751834,9780385751834,David Fickling Books,"May. 26th, 2009",326,5.10 x 7.90 x 0.60 inches
HC0683,The Adoration of Jenna Fox(Jenna Fox Chronicles),$3.98,$10.58,Mary E. Pearson,0312594410,9780312594411,Square Fish,"Sep. 1st, 2009",266,5.54 x 8.28 x 0.76 inches
HC0684,The Divorce Helpbook for Kids(Rebuilding Books; For Divorce and Beyond),$3.98,$15.28,Cynthia MacGregor,1886230390,9781886230392,Impact s,"Jun. 19th, 2001",112,6.12 x 8.94 x 0.32 inches
